time,24,Average
1988,12.87579617834399,12.87579617834399
1989,9.27579617834399,9.27579617834399
1990,14.17579617834399,14.17579617834399
1991,2.67579617834399,2.67579617834399
1992,7.47579617834399,7.47579617834399
1993,7.17579617834399,7.17579617834399
1994,11.07579617834399,11.07579617834399
1995,12.37579617834399,12.37579617834399
1996,-1.9242038216560104,-1.9242038216560104
1997,5.67579617834399,5.67579617834399
1998,14.87579617834399,14.87579617834399
1999,14.07579617834399,14.07579617834399
2000,13.475796178343991,13.475796178343991
2001,14.37579617834399,14.37579617834399
2002,12.37579617834399,12.37579617834399
2003,10.37579617834399,10.37579617834399
2004,13.37579617834399,13.37579617834399
2005,9.87579617834399,9.87579617834399
2006,9.77579617834399,9.77579617834399
2007,17.27579617834399,17.27579617834399
2008,13.475796178343991,13.475796178343991
2009,9.87579617834399,9.87579617834399
2010,8.47579617834399,8.47579617834399
2011,13.975796178343991,13.975796178343991
2012,12.37579617834399,12.37579617834399
2013,9.975796178343991,9.975796178343991
2014,14.37579617834399,14.37579617834399
2015,19.67579617834399,19.67579617834399
2016,16.17579617834399,16.17579617834399
2017,21.97579617834399,21.97579617834399
2018,12.27579617834399,12.27579617834399
