t,u,v,speed,direction,u2,v2,pres,ibe
1836,1.4201268,0.6974029,2.2554665,1.7699256,3.727988,1.2511739,-188.61394,1.8667051
1837,0.7750871,0.75872713,1.5506879,1.3771805,1.07646,1.08789,89.13346,-0.88209885
1838,0.18340093,0.26457846,2.0206208,2.5263188,0.33028245,0.32490298,-4.0052085,0.039673727
1839,0.2285915,0.57807946,2.0569012,1.7955288,0.6439639,0.9496007,9.257161,-0.09158101
1840,1.4234082,0.5259549,2.102963,2.18312,4.106852,0.7645366,119.973305,-1.1873139
1841,0.8790912,0.8156832,1.7677609,1.3905996,1.7915386,1.0414046,-129.86523,1.2852823
1842,0.62522316,0.19334312,1.9127649,3.2748048,1.7401066,0.5778988,234.95183,-2.3252306
1843,0.69726294,0.7403429,2.1173837,1.9908347,1.4093199,1.0453552,45.692707,-0.4521754
1844,-0.076294385,0.33358106,1.8681298,1.9512912,-0.22505026,0.12613797,-41.476562,0.4105194
1845,1.3673996,1.012188,1.9319354,1.1592442,2.7704685,1.7926165,-19.39388,0.19197197
1846,0.86857957,0.9031773,1.7929982,2.3609107,1.9358162,1.9730383,11.6276045,-0.1150407
1847,1.0670685,0.83744925,2.011227,2.7135623,2.2885044,1.6445681,125.67252,-1.2437178
1848,0.8346746,0.8643198,2.2014503,2.1840723,2.4875033,1.9326566,-110.57552,1.0943764
1849,0.5029375,0.63523597,1.7169867,1.8590802,1.1603849,0.83196235,34.923176,-0.34559187
1850,1.5810633,0.4543992,2.080818,2.4634247,5.213916,0.8403056,66.21224,-0.65525275
1851,1.0007459,0.5487008,1.8816961,2.1034048,1.8832957,1.4177803,77.274086,-0.7647292
1852,0.91590315,1.174337,2.0790443,1.8654042,1.6321543,3.2579403,-154.98438,1.5338808
1853,0.22141433,0.5483287,1.7258974,2.6692495,0.8909514,1.008799,-15.300781,0.1514635
1854,1.7077192,0.53595096,2.238987,1.9760164,5.194196,0.90428656,-9.229167,0.09137408
1855,0.94619346,0.56074387,1.8349124,2.5849373,2.8455164,1.3960863,-172.21745,1.7044328
1856,0.28676447,0.3751583,1.8207072,2.4625642,0.27725223,0.76718384,152.85481,-1.5127349
1857,0.31171003,0.7779472,1.6179188,2.2016065,1.5112158,1.3432342,109.74219,-1.0860587
1858,0.5281349,0.5339367,1.6656426,2.9226072,0.40487823,0.85776204,95.57552,-0.9458545
1859,1.3484668,0.7842273,2.308061,1.6581899,4.316322,1.402778,-166.57356,1.6485764
1860,0.720232,0.72606176,2.250565,2.1940606,0.79415876,1.8085953,-197.64648,1.9560982
1861,1.6559287,1.0049099,2.5165799,1.7508799,5.5308843,2.2677114,-51.51953,0.50991243
1862,0.80230975,0.8685166,1.7642299,1.4770685,2.401419,1.3412108,-164.8763,1.6317791
1863,2.13628,1.1460133,2.709242,1.4541202,5.979255,2.5960445,-50.23047,0.49715483
1864,0.54402876,0.46642128,1.7867627,2.810702,1.8756434,0.9345272,-54.542316,0.53982824
1865,0.6000497,0.9985199,1.8734355,1.7816529,0.94044274,2.09606,-42.535156,0.4209961
1866,1.2873174,0.96316844,2.494684,2.5052748,4.3602757,2.3730414,-198.6263,1.9657952
1867,0.81631356,0.39466774,1.9866761,1.9839536,1.5181526,0.61486,-17.497396,0.17320295
1868,1.3971473,0.8283441,2.1668074,2.4033673,4.5952005,2.4026358,-88.0651,0.8715958
1869,1.881742,0.42060426,2.7299738,3.0926273,5.954399,1.6066977,-56.514324,0.5593448
1870,0.9806935,0.64620346,2.0485685,3.2235262,1.881919,1.6998357,-50.75456,0.5023416
1871,1.0976025,0.93904895,1.9556581,1.7270207,2.2756314,1.9245666,-85.67057,0.8478976
1872,1.184555,1.8252306,2.56246,0.8933397,2.9392936,4.978213,-438.58072,4.340571
1873,1.590993,0.9403386,2.3940618,2.0143461,3.954708,2.1553366,-87.697266,0.8679554
1874,1.2428354,0.85712534,2.040458,1.4650846,3.3143485,1.9871,-19.073568,0.18880193
1875,0.19637243,0.14663514,1.434271,2.937934,0.19045945,0.4420998,92.7474,-0.9178652
1876,0.21667768,0.45946464,1.8084406,2.4083512,0.8343064,0.66340905,-173.32227,1.715367
1877,1.2728238,1.197193,2.2619436,1.3701175,2.625781,2.7509782,-219.73047,2.1746585
1878,1.5211369,0.8599817,2.3823018,1.8045492,3.5497553,1.5731143,-275.0931,2.7225702
1879,0.66644984,0.6815377,2.0115292,2.722216,1.2731472,1.5912776,-84.62174,0.83751774
1880,1.4432902,0.4112189,2.089626,2.7964647,3.6751347,0.9454611,-45.758465,0.45289633
