t,u,v,speed,direction,u2,v2,pres,ibe
1940,1.2624128,0.6235593,2.9556825,2.6455333,4.6020823,1.4653324,74.20052,-0.73435163
1941,0.8008445,0.310155,2.697938,2.843602,3.5616398,1.1024917,22.955729,-0.22719318
1942,0.7334864,0.6145661,2.816556,2.1855366,2.3594685,1.3140256,116.77865,-1.1557378
1943,2.1874876,0.74340254,2.6673203,1.9425049,7.9936824,1.7249395,189.18489,-1.8723264
1944,2.0739682,-0.124418736,2.7853587,3.15971,8.03666,-0.9853812,153.84114,-1.5225371
1945,2.0482986,0.34623757,2.797652,3.0588665,6.551891,1.2788209,218.41406,-2.1616008
1946,1.1995859,1.0591694,3.570865,2.5277364,5.65461,3.6879551,92.6224,-0.91666883
1947,0.33805385,0.12030125,3.1084487,2.592234,0.42636743,-0.09642893,56.88802,-0.56301373
1948,1.8001642,1.2992693,2.883954,1.4047508,5.118115,3.910675,108.49219,-1.0737286
1949,2.1633737,0.34258017,3.048955,2.7491522,7.550673,1.0935866,255.22136,-2.5258744
1950,2.1147661,1.4132894,2.9206555,1.5895138,7.192364,3.3089387,-136.60156,1.3519095
1951,1.3791142,1.4850394,3.2071645,1.6094933,3.7986603,4.6994743,-252.02864,2.4942656
1952,1.8545862,0.041427296,2.4539235,2.8328016,5.7140326,-0.08356539,-134.79427,1.3340231
1953,1.6587507,0.49558458,2.4641173,2.3862636,5.2021513,1.5076627,201.69531,-1.996139
1954,2.4132767,0.95711166,3.6909912,1.7194629,12.307327,2.0266845,-227.60677,2.2525678
1955,1.3161448,-0.60742337,2.5940292,3.5759318,5.2395782,-2.1496732,-54.372395,0.5381059
1956,1.2877909,-0.22103588,2.6681566,3.1928616,3.285534,-0.597354,85.49219,-0.84610265
1957,1.7213951,0.29071268,2.9309046,2.266488,5.473406,-0.15807138,8.3151045,-0.08229827
1958,1.4201093,0.43938303,2.367265,1.8135563,3.939626,0.38254282,-168.60156,1.6686064
1959,0.55583453,0.52416104,2.667112,3.218567,1.4017204,3.0907323,70.45573,-0.69729024
1960,1.0438522,0.7677336,2.672101,2.1740026,2.7792263,2.845948,-275.11197,2.7227163
1961,2.2324822,0.7913316,3.04041,2.7901347,8.40592,1.978736,-22.273438,0.22042966
1962,2.1526825,-0.01890564,2.7887144,4.1698813,7.626661,0.60234475,68.13281,-0.67430085
1963,0.81746036,0.94289845,2.81993,1.223092,2.0046322,2.4919534,-18.111979,0.17924464
1964,1.2686837,0.33705044,2.2048843,1.4686259,2.0998962,0.3209871,245.33073,-2.427989
1965,1.9486529,0.24886052,2.722986,2.5957677,6.644403,-0.36042663,-152.75781,1.5118045
1966,1.8075446,0.5674319,2.7843857,2.2988994,7.309387,1.2922994,-218.92448,2.1666412
1967,3.134984,1.1177942,3.8741305,1.8399796,13.496502,3.5396032,-4.549479,0.045019567
1968,0.9289305,0.24911864,2.3471792,2.7766736,3.5211523,0.28552848,-44.92448,0.44460204
1969,0.6751704,-0.1264263,2.7384775,3.274393,2.05395,0.4144888,-87.47656,0.86573035
1970,1.9588143,0.15476577,2.997701,3.9360504,7.6451144,1.2631279,-174.64323,1.7283994
1971,1.0970839,0.00990208,2.4427993,3.7710822,2.777876,1.1763233,94.58073,-0.93604994
1972,0.5587942,0.63133377,2.9293735,2.8134878,2.478205,2.8979833,-49.73177,0.4921787
1973,2.233159,-0.6587794,2.779621,4.349669,8.6554,-1.2514951,169.29948,-1.6755247
1974,2.1049502,0.600631,4.0402427,2.273067,11.631439,2.6031911,-238.57552,2.361123
1975,1.1679214,0.07522019,2.727335,3.143234,4.994347,0.72304565,168.14844,-1.6641331
1976,0.5822939,0.012019078,2.5612519,2.9119437,2.839893,-0.2567118,42.716145,-0.42275777
1977,1.750686,0.6492699,3.0537586,2.6112561,6.6435184,2.3820817,-164.26823,1.6257205
1978,1.6964153,0.36394706,3.6886444,3.7918453,8.01168,1.1768044,-163.73698,1.6204628
1979,1.7143811,1.0995623,2.9223902,1.923782,5.813352,2.5335028,-187.60677,1.8566967
1980,1.7091249,0.18535733,3.024006,1.8519348,6.1777534,-0.96959734,-38.820312,0.38419035
1981,2.139133,0.14852516,3.2688694,2.5093277,8.677276,0.6148841,-67.64323,0.66944426
1982,1.8199733,1.1805972,3.2274306,1.9347922,5.8804545,3.3891723,43.210938,-0.4276546
1983,2.3501823,0.5486367,3.5206711,2.3175564,12.828132,1.6504627,76.85156,-0.7605884
1984,1.3783917,0.30628195,3.1330216,3.0283601,5.682697,2.3519204,-70.34635,0.6961964
1985,1.810967,0.8998368,2.7466266,1.7607179,6.8195553,2.6044457,7.2109375,-0.0713706
1986,1.8008345,0.78751665,3.8202865,2.7771256,4.960319,3.0068042,6.4609375,-0.06394809
1987,1.2875866,0.3255647,2.4051843,3.2428744,3.2584667,1.4525074,84.66406,-0.8379069
1988,2.5427473,0.45853242,3.6921444,2.8621595,11.245659,2.0842125,-82.84115,0.8198547
1989,1.8081857,0.5955406,3.0916462,2.9186575,7.185982,2.5543568,132.22656,-1.3086224
1990,2.9223907,0.9891568,3.7624836,3.154836,12.513203,6.1946816,30.450521,-0.30136752
1991,1.4944277,0.44036087,2.5489557,2.523505,4.019337,0.16546442,188.07031,-1.8612953
1992,2.1410348,0.6622521,3.1511695,1.9920548,8.44006,1.3553747,84.65885,-0.83785534
1993,1.342939,0.41230607,2.770378,2.821411,7.4514794,1.9608816,84.50781,-0.83636063
1994,2.1749885,1.0596188,3.3904247,2.2775617,10.124827,3.3733852,-98.09635,0.97083217
1995,1.6253338,0.07704878,3.38289,3.204746,6.1852803,-0.0025116901,-18.856771,0.18661559
1996,-0.015279055,0.1648701,2.5958574,3.1487215,-1.2430611,0.615989,31.309896,-0.30987263
1997,1.0895035,0.8304654,2.5851433,2.8792725,4.2805047,4.1150994,134.75781,-1.3336738
1998,2.7362719,1.2038826,3.3756368,1.4072083,9.991271,2.6667078,-66.15885,0.6547538
1999,2.1937017,0.9052183,2.7399416,2.0052598,8.469588,2.353529,-142.04427,1.4057747
2000,2.3799574,1.5573153,3.6870635,2.0553236,8.729699,7.5728097,-180.97136,1.7910274
2001,1.7461119,0.17322993,2.899851,3.3473804,5.1893325,1.6394042,-40.92448,0.40501484
2002,1.232505,1.1035266,2.8482158,2.3701956,4.6703906,3.5745687,-78.88281,0.78068
2003,0.8620446,0.56191754,1.9630741,2.1764495,1.7981888,1.3782125,186.88281,-1.8495431
2004,2.3087108,0.58815473,2.8392344,2.3990605,6.655556,1.7648062,0.033854168,-0.00034066042
2005,1.7513943,0.040462572,2.380462,3.182968,5.5870404,0.3459245,146.22656,-1.4471773
2006,1.7299057,0.91009516,2.7689726,2.7767477,6.0108237,3.1461961,33.153645,-0.32811984
2007,2.1629717,0.08894674,2.842028,3.7996407,9.00031,0.33518195,78.46615,-0.77656764
