t,u,v,speed,direction,u2,v2,pres,ibe
2008,2.0601904,1.3597727,3.3636465,1.9786268,7.3793907,4.281149,-61.91927,0.61279565
2009,1.6306725,0.86384416,2.8502433,2.637751,5.1096215,4.0718436,-101.14323,1.0009862
2010,0.6378362,-0.31673566,1.8755064,2.8828967,1.630967,-1.3967876,-126.0026,1.2470142
2011,2.0882185,1.1634902,3.0445135,1.6619177,8.663879,3.2071886,124.14323,-1.2286233
2012,2.0646017,1.01951,2.6501932,1.8956448,5.7484736,2.3497477,-12.7473955,0.12615252
2013,0.8767941,0.3606831,2.5976093,3.3287332,1.2313751,2.8425863,-5.575521,0.055174176
2014,1.4276909,1.4449004,3.3437665,2.829748,4.301092,8.559338,-231.75261,2.2935982
2015,2.5441344,1.1563569,3.38412,2.011007,10.75916,4.994167,166.41927,-1.64702
2016,1.4742912,0.91685563,2.4295902,2.0840235,3.8132343,2.3883784,50.351562,-0.4983238
2017,2.5684147,0.8597632,3.0400114,1.6762205,9.524379,1.4815974,61.20052,-0.6056934
2018,0.6790175,0.5934851,2.8115969,2.0499778,2.539769,1.3437085,19.492188,-0.19291537
2019,1.8973618,1.1889248,3.3751614,2.2713406,6.0552096,3.7004986,-96.60156,0.95603853
2020,2.109353,1.5669612,3.401696,1.7758927,9.163661,5.9483676,-36.476562,0.3609947
2021,1.6155213,0.2699206,2.7711957,2.7506618,4.1720705,0.14621957,82.53906,-0.8168762
2022,1.6146854,0.8456138,3.295512,2.7748144,7.2905693,4.4993606,159.16406,-1.5752168
2023,2.2183504,0.89159244,3.598242,1.4503375,9.45311,1.8644905,-120.76302,1.1951591
