t,u,v,speed,direction,u2,v2,pres,ibe
2005,1.8888861,0.028296232,2.6537225,3.217179,7.171143,0.46248186,143.50781,-1.4201869
2006,1.8840805,0.9974161,3.0280094,2.174787,8.024166,3.407154,30.955729,-0.30628407
2007,2.3925047,0.035317183,3.0740137,3.76754,11.308624,0.081721626,72.27865,-0.7152478
2008,2.2142026,1.4766346,3.7955844,1.4728942,8.881181,4.909629,-68.3776,0.67679596
2009,1.677466,0.93871397,3.168643,3.150195,5.9948325,4.57587,-99.04948,0.9803485
2010,0.57834727,-0.3396035,2.113681,2.9341085,1.5815288,-1.6417185,-112.92969,1.1177179
2011,2.3076196,1.3332492,3.3530664,1.5485398,10.643243,4.121446,117.67448,-1.1645201
2012,2.2798522,1.0511262,2.92546,1.871703,7.2478204,2.4926395,-17.382812,0.17211175
2013,0.87162644,0.45882764,2.876763,3.3316767,1.3470377,3.4336386,6.122396,-0.060514003
2014,1.4152803,1.5860543,3.6323297,2.7263918,5.1406555,10.490646,-227.53386,2.25193
2015,2.834214,1.2789155,3.792204,2.0522666,13.456985,5.6310744,151.54427,-1.4997219
2016,1.5871655,1.0318052,2.7119153,2.040827,4.6519604,2.891826,53.382812,-0.5282399
2017,2.8458397,0.9274716,3.432091,1.6666745,12.1065855,1.7385606,49.45052,-0.48932287
2018,0.69268936,0.7728471,3.2392972,2.0209913,3.0769637,2.088713,35.158855,-0.3478814
2019,2.1166813,1.329265,3.809592,2.283057,7.729424,4.348716,-100.82031,0.997874
2020,2.2404158,1.6788996,3.5820968,1.800603,11.028001,6.544403,-41.372395,0.40953127
2021,1.7471944,0.21844761,3.077729,3.226617,5.093656,0.024776539,81.86198,-0.8100919
2022,1.8407596,0.97631043,3.6690133,3.297273,9.387262,5.2766647,158.11198,-1.564721
2023,2.2737296,0.8279938,3.8381407,1.9044839,10.449552,1.6338096,-126.5026,1.252046
