t,u,v,speed,direction,u2,v2,pres,ibe
1940,1.1793236,0.5687497,2.4617574,2.628529,3.4793088,1.2967924,63.869793,-0.6321303
1941,0.8699363,0.38319373,2.2561886,2.8447702,3.0977743,1.127996,0.47916666,-0.0047672987
1942,0.732754,0.56866765,2.2172043,2.127486,1.979761,1.2621964,88.125,-0.87217855
1943,1.6115599,0.58837324,2.0895755,2.7839692,4.610408,1.2699081,198.10417,-1.9606179
1944,1.6072527,-0.11782694,2.2354567,3.0395167,4.806463,-0.56560135,171.46875,-1.697013
1945,1.5505773,0.38912496,2.1893787,3.0922048,3.7998552,1.1072391,233.35417,-2.3094795
1946,1.0444345,0.9200499,2.8751125,2.4322336,4.2270646,2.6646051,77.1875,-0.76393265
1947,0.38578334,0.08652846,2.4273689,2.6294258,1.0658522,-0.17149834,16.494791,-0.16327037
1948,1.5096775,1.1418394,2.4897294,1.4534702,3.871252,2.9325554,106.015625,-1.0492378
1949,1.55054,0.25623575,2.3314426,2.7396724,3.8886337,0.707074,271.45312,-2.686536
1950,1.7452593,1.2114258,2.406762,1.6009117,4.8257785,2.5622423,-128.07812,1.2675353
1951,1.1360314,1.2316214,2.6286077,2.137015,2.3299663,3.58646,-264.75522,2.620198
1952,1.4694952,0.15238921,1.8908628,2.932799,3.4140036,0.07535595,-127.197914,1.2588243
1953,1.3227319,0.4394729,2.0737095,2.345205,3.2422974,1.1736382,201.6875,-1.9960814
1954,2.0796993,0.8862702,3.049712,1.7801608,8.091994,1.6837054,-203.73958,2.01634
1955,0.9266591,-0.4511734,2.1028473,2.894501,2.9221165,-1.6069001,-58.026043,0.57424575
1956,1.0516255,-0.0885489,2.2758358,3.1710765,2.445096,-0.32820797,82.359375,-0.81511754
1957,1.2301028,0.3379132,2.4449167,1.7826897,3.1361067,-0.043602705,7.390625,-0.07316848
1958,1.302637,0.58314115,2.1586459,1.3498602,3.0416348,0.6392718,-173.66145,1.7186636
1959,0.42049924,0.4431877,2.2873104,2.7550678,0.7824164,1.9939474,37.4375,-0.37053552
1960,1.0013717,0.80293053,2.3228908,2.1407418,2.3319182,2.4149292,-289.99478,2.8699887
1961,1.8133335,0.69652367,2.4735906,2.7009354,5.008116,1.4197415,-6.46875,0.063994706
1962,1.6291636,0.028783163,2.19167,4.074,4.479674,0.59844786,89.708336,-0.88784856
1963,0.68106717,0.8195667,2.435456,1.2123648,1.2036542,2.1483812,-48.848957,0.48342207
1964,1.0359362,0.27239385,1.7148758,2.013343,1.4135857,0.2532884,233.60417,-2.3119533
1965,1.613814,0.29060856,2.3275752,2.0223405,4.6061163,0.036773324,-137.70312,1.362792
1966,1.6274095,0.6128421,2.26709,1.6326245,5.0165706,1.120555,-211.46355,2.0927823
1967,2.4627428,1.0374311,3.1587317,1.8567749,8.057097,2.8284256,33.994793,-0.33646405
1968,0.906673,0.30051026,1.9802729,2.886227,2.6765392,0.4790664,-59.994793,0.5937299
1969,0.66894484,-0.020347198,2.0882556,3.2563841,1.5736068,0.50618297,-111.46354,1.1031047
1970,1.7932869,0.36118665,2.5051193,3.470089,6.0171127,1.4041024,-163.15105,1.6146442
1971,0.7993951,0.12232884,1.9554709,3.2878025,1.5462607,1.0932604,77.59375,-0.76795316
1972,0.57494813,0.57794833,2.3683307,2.7532537,1.9662048,2.1701753,-79.604164,0.78779954
1973,1.6832323,-0.38188323,2.1638217,3.9081736,4.887459,-0.6361685,192.86458,-1.9087629
1974,1.9572859,0.60327584,3.344642,2.3062694,8.4348955,2.1125257,-221.09375,2.1880903
1975,0.8496434,0.10585984,2.1782024,3.2234163,2.5973096,0.6876244,155.89062,-1.5428399
1976,0.558775,0.0871737,2.24759,2.3398821,2.2114615,-0.14685202,14.520833,-0.14373457
1977,1.5001163,0.7204776,2.6225069,2.162346,4.2238984,2.2287438,-159.23438,1.575882
1978,1.4508098,0.50534517,2.7783012,3.8353484,5.078434,1.2920136,-163.15105,1.6146445
1979,1.5161796,0.9690285,2.452822,1.9030247,4.17779,2.0574307,-187.89583,1.8595381
1980,1.4983095,0.3327776,2.5585248,1.7604333,4.0672975,-0.33531418,-31.630209,0.313012
1981,1.7900933,0.27889624,2.707616,2.5174723,5.7259865,0.7904594,-50.963543,0.50434965
1982,1.3407253,1.0492495,2.5803406,1.9880146,3.4026012,2.469273,41.505207,-0.41079292
1983,1.6986524,0.63660866,2.898548,1.8744332,7.3034515,1.7277759,94.4375,-0.93465203
1984,1.2588035,0.34225202,2.5663989,3.1886816,3.9704733,1.9202971,-73.708336,0.7294497
1985,1.4053273,0.89422154,2.3880818,1.2212969,3.9993477,2.046153,8.880208,-0.08791054
1986,1.4053674,0.78234905,3.0026658,1.7135701,3.3151333,2.318627,7.3697915,-0.07296231
1987,0.9430228,0.4090201,1.8896303,3.163213,1.6685133,1.1945785,74.020836,-0.7325928
1988,1.9548565,0.5262814,3.0140162,2.3776166,7.1352,1.6842598,-59.494793,0.58878154
1989,1.2796212,0.6394859,2.5092523,2.4459426,3.733591,2.2119808,131.48958,-1.3013482
1990,2.1644154,0.9254361,3.018871,2.661916,7.0090823,4.678037,63.765625,-0.6310993
1991,1.0953391,0.4468306,1.9681393,2.5760262,2.2869782,0.19902588,181.6875,-1.7981458
1992,1.6995472,0.7053836,2.5031362,2.1397438,5.2653027,1.3029968,97.265625,-0.9626412
1993,1.2386503,0.4832696,2.1567714,2.887415,5.467781,1.6626714,80.4375,-0.7960971
1994,1.8057665,1.0662106,2.798886,2.366087,6.6522174,3.1141655,-87.072914,0.8617161
1995,1.2880943,0.11696577,2.8399327,2.7662017,4.081639,0.14166357,-17.59375,0.17409624
1996,0.11163338,0.086500965,2.029069,3.0716035,-0.13455243,0.33605596,-14.958333,0.14801417
1997,0.7674007,0.7351692,1.9964458,2.4356353,2.5672283,2.7923927,116.510414,-1.1531028
1998,2.3415778,1.1788174,2.9365885,1.3961061,6.649483,2.339282,-32.75,0.32409436
1999,1.7693853,0.88353044,2.2925408,1.4883326,5.335592,1.9666991,-126.135414,1.248309
2000,1.9974297,1.4870028,3.0698273,2.1078875,5.4694996,5.6787934,-163.09375,1.6140774
2001,1.5046974,0.3657755,2.3351068,2.85981,3.5018978,1.7027274,-35.609375,0.35239303
2002,1.136639,1.0290637,2.3557584,2.3782988,3.5371182,2.857496,-94.53646,0.93558097
2003,0.62209505,0.47813663,1.5755339,2.1945913,1.2478067,0.9882799,162.3125,-1.6063958
2004,1.8086295,0.6067908,2.2899325,1.8486632,4.1255145,1.4379853,20.286459,-0.20079571
2005,1.4810085,0.10393914,1.9354397,2.6549852,3.2992623,0.26656505,157.91667,-1.5628911
2006,1.367601,0.84873444,2.3042982,2.886553,3.4998095,2.7066088,35.260418,-0.34898964
