t,u,v,speed,direction,u2,v2,pres,ibe
2007,1.8002195,0.1865216,2.4679856,3.841894,5.871052,0.6028653,95.135414,-0.9415591
2008,1.6238298,1.1627918,2.6566327,1.4298674,4.5475736,3.1593401,-53.291668,0.5273906
2009,1.3703371,0.82372373,2.3184338,2.6430566,3.436754,3.1917508,-104.80729,1.0372292
2010,0.6261988,-0.23852928,1.5636678,2.7476046,1.5038705,-1.0400838,-145.60417,1.4409868
2011,1.6273624,1.0019504,2.523668,1.6939793,5.286064,2.3488853,130.98958,-1.2963998
2012,1.6940368,0.9769075,2.2737386,1.9179598,3.9255028,2.0364864,-5.7239585,0.05662362
2013,0.80912644,0.2666483,2.075454,3.2813978,1.2094449,2.0181508,-25.614584,0.25347665
2014,1.1892875,1.3638457,2.8140051,2.3634863,2.842539,6.470331,-244.0625,2.415407
2015,1.8466653,1.0213064,2.6012077,2.4833546,6.0134635,3.9683049,186.65105,-1.8472689
2016,1.3020092,0.80145854,2.0598838,2.5974634,2.8700254,1.8962622,43.604168,-0.43156585
2017,1.991551,0.8606177,2.4018393,1.1991985,5.444725,1.2840525,80.90104,-0.80068475
2018,0.5251682,0.4686072,2.1689804,2.041952,1.6022567,0.97734934,-12.744792,0.1261072
2019,1.4426092,1.0694586,2.5937803,2.2780435,3.602254,2.8006885,-94.24479,0.9326946
2020,1.6924423,1.3720555,2.9054985,1.7268509,5.776626,4.740127,-29.078125,0.28775463
2021,1.1903096,0.36399612,2.1942217,2.2975368,2.4598167,0.4052577,85.229164,-0.8435192
2022,1.1348675,0.77298194,2.5869715,3.2920132,3.9515727,3.3336146,155.13542,-1.5353656
2023,1.8532381,0.9916087,3.103761,1.5430139,6.5119853,2.3039782,-106.364586,1.0526415
