t,u,v,speed,direction,u2,v2,pres,ibe
1873,1.5787925,0.7747619,2.2624953,1.9008406,3.5986512,1.8328538,-70.745445,0.70014644
1874,1.4636173,0.7253601,2.1165593,1.7752041,3.882096,1.7075281,-10.7109375,0.105998315
1875,0.23850544,0.13176125,1.3686603,2.9843862,0.39488137,0.6101164,68.10742,-0.6740494
1876,0.35435012,0.4639839,1.8707398,2.266012,1.4516848,0.7517695,-209.44531,2.072828
1877,1.4959131,1.0936953,2.3576884,1.261624,3.9078863,2.4519064,-216.78386,2.145456
1878,1.6158584,0.7320393,2.2191372,1.733707,3.615832,1.1674286,-251.36003,2.4876487
1879,0.79573464,0.6378373,1.9676452,2.6007638,1.7756139,1.5636106,-100.87305,0.99831265
1880,1.27547,0.29243913,2.0652373,2.7408288,3.4284022,0.7032003,-24.270182,0.2401911
1881,0.45729765,0.5755109,1.9908199,2.9293642,1.307924,2.040435,-8.164714,0.0807989
1882,1.427701,1.2091583,2.2752442,1.149732,3.5615008,2.2751777,-54.44987,0.53887284
1883,1.3417166,0.8017373,2.436476,2.3934212,3.9649487,2.2533796,-0.6744792,0.00666972
1884,1.3444219,0.5724819,2.0671756,1.6091061,3.9789562,1.1794358,-5.8125,0.057519555
1885,0.9716294,0.62813556,2.1988206,2.6093433,2.1081362,1.8563437,-146.62761,1.4511353
1886,1.1272458,0.7866719,1.8509598,1.3803686,2.917453,1.2929844,-181.58723,1.797123
1887,1.1481313,0.15937568,1.9401964,3.786398,2.1929345,0.7459653,108.04362,-1.069289
1888,0.98604393,0.6627819,1.7439879,2.0885108,1.9275974,1.2980877,0.9967448,-0.009870023
1889,0.9219149,0.411882,1.7080363,2.4678075,1.9947802,0.8980894,-27.764975,0.27477837
1890,0.6580081,0.406992,2.2139466,1.6304674,1.1008924,0.93342805,11.8307295,-0.117091514
1891,0.82319516,0.83839923,2.0874665,1.9426937,2.1181111,2.0633333,44.11914,-0.43664274
1892,0.53828853,0.14219375,1.5345111,3.0721853,0.63420266,0.15398614,-46.98047,0.46494985
1893,0.91644627,0.4589974,2.0045464,1.9128741,2.047858,1.1909704,18.483725,-0.18293466
1894,0.64404577,0.47376898,2.1436458,2.2074232,1.5417581,1.0941235,62.585285,-0.61939806
1895,0.6386194,0.5567407,1.8145419,1.9075155,1.6270033,1.1504904,-84.68815,0.8381343
1896,1.2786287,0.27323052,2.1874053,2.5916982,2.68933,0.65005827,90.93555,-0.8999743
1897,0.97498053,0.86111456,1.8528184,2.4362981,2.2322476,2.123243,35.83073,-0.3546141
1898,1.5212787,0.5944825,2.2258537,2.0318108,4.628082,1.1466045,2.6276042,-0.026010215
1899,1.1226023,0.5522453,2.1751392,2.2663553,3.00372,1.0510355,35.01237,-0.34651494
1900,1.1980182,0.7338988,1.9885706,2.346302,2.6128228,1.9575394,-180.27995,1.784185
1901,0.78951263,0.47167683,1.6422396,2.5578227,1.5819405,1.1673629,-83.9375,0.8307052
1902,0.73223114,0.34037527,1.9268879,2.446613,2.2706926,0.48477578,24.385416,-0.24134248
1903,1.4861544,1.3870538,2.962162,2.2315843,4.881991,4.3304534,-87.07617,0.861768
1904,0.9303698,0.66816825,1.8203149,1.8073753,1.902512,1.4182286,36.789715,-0.36410508
1905,1.3562182,0.6122841,2.061623,2.6057532,2.966897,1.25881,51.44466,-0.50914174
1906,1.5029956,0.60434043,2.178694,2.6103616,3.5132773,1.7271757,-18.457682,0.18266611
1907,1.1887034,0.6895371,2.1154354,2.1619966,3.4669323,1.5592195,27.609375,-0.27324924
1908,1.0549911,0.43687415,2.0150654,3.0114496,2.3980381,0.731656,124.9681,-1.2367868
1909,1.228618,0.6166006,1.9261237,3.1096332,2.7366896,1.9500588,-110.45508,1.0931438
1910,1.1339071,0.8655707,2.185759,2.2178822,2.7055664,2.3537824,-251.01237,2.484208
1911,1.3289694,0.7092913,2.0072901,2.6543765,2.9958477,2.43503,71.10026,-0.7036688
1912,1.2846555,1.5429119,2.691555,2.2134721,3.945964,4.9757953,-103.58529,1.025155
1913,0.8319685,1.2582886,2.2688296,1.9481755,2.7335832,3.4576724,39.1862,-0.3878225
1914,1.2551934,1.992026,2.572859,1.8042675,2.5768728,7.6023464,-181.07487,1.7920519
1915,1.8391134,2.004686,2.9251661,1.1186327,5.3303494,6.2682586,-370.5625,3.667369
1916,2.123069,2.0932415,3.1717758,0.8011384,6.560642,5.8331046,-334.5436,3.310898
1917,1.1025013,1.6266361,2.433307,1.8353361,3.305423,4.509986,-126.76107,1.2545208
1918,1.1384646,1.6530839,2.6975677,1.5039043,3.3651664,4.6790133,-106.50586,1.0540593
1919,1.0496217,0.5403376,2.04956,2.9157717,2.685527,1.256661,-237.83723,2.3538167
1920,1.0518044,1.5952774,2.6839802,1.9760972,2.1452947,3.8038208,104.60873,-1.0352945
1921,1.2096142,0.23413332,2.0829964,2.085705,4.217132,0.65989137,224.89648,-2.225756
1922,0.97811174,0.76180434,1.8904343,2.4325497,2.0660133,1.8697567,-71.87305,0.7113061
1923,1.4865552,1.3594683,2.8383093,1.504581,4.6171956,2.826328,-160.67513,1.5901605
1924,0.90802735,1.4400822,2.2091234,2.3704875,1.6964201,3.9047844,-50.4362,0.49915037
1925,1.858081,1.027781,2.5750663,1.4766413,4.386145,2.7204912,-120.390625,1.1914736
1926,1.4514259,0.6758625,2.1002433,2.9020283,2.5521204,2.2575932,-50.977215,0.5045046
1927,1.5119282,1.2927384,2.739741,1.2910265,3.6520474,2.9012005,-152.49153,1.5091695
1928,1.1518862,1.1040531,2.4930065,1.5626277,3.4977386,2.5594342,-64.23698,0.63573366
1929,0.91525084,0.72409445,2.2317803,3.4639323,1.9581944,3.0203273,164.08789,-1.6239467
1930,1.1036433,1.2754552,2.4469893,1.753857,2.5790102,3.436971,-203.70769,2.016044
1931,1.3686904,0.81788045,2.1660323,1.1843985,3.3285682,1.9922916,-32.30013,0.3196617
1932,1.3924564,0.89280033,2.3652692,1.9886131,3.3829587,1.8927206,47.5638,-0.47073373
1933,0.3223057,0.36965558,1.5474807,3.122403,0.39903235,0.83748394,104.48373,-1.0340575
1934,1.6070714,1.1126839,2.4861505,2.5484664,3.7642105,3.168749,-17.105469,0.16928346
1935,1.5645366,0.99866647,2.7351696,1.9575356,4.3964834,3.1701114,-164.75,1.6304888
1936,1.1785532,0.8455593,2.4085608,2.4688156,3.1150043,2.4088507,-96.1875,0.9519407
1937,0.8379007,0.6068346,1.6313233,2.5903325,1.9370518,1.4066557,-146.03711,1.4452912
1938,1.8583342,1.0523691,2.7771492,1.5114641,5.442327,2.4029272,156.32292,-1.5470985
1939,0.7818313,0.67220706,2.0608299,2.4905934,1.6716304,2.2218864,-39.678387,0.39268267
1940,0.9382307,0.62579775,2.36613,2.134442,3.030098,1.2440153,-27.647135,0.2736121
1941,0.6284948,0.5485164,2.01915,2.3969436,2.0883515,1.2272137,22.501953,-0.2227022
1942,0.70108795,0.6007407,2.2914093,2.7208965,1.6928357,1.3743078,71.0332,-0.70300514
1943,1.8729478,0.8035999,2.355343,1.5090774,5.5475183,1.5838493,93.95573,-0.9298644
1944,1.9545368,0.37435687,2.36112,1.7249537,5.9265804,0.50251913,-32.320965,0.31986794
1945,1.7010789,0.49654862,2.2139094,2.6640975,4.376698,1.0758766,91.87109,-0.9092333
1946,0.79258114,0.8520887,2.6805174,2.439944,3.0334198,2.3762908,66.498695,-0.6581282
1947,0.08222882,0.44516364,2.4528377,2.606563,-0.5344213,0.81135917,25.36849,-0.2510718
1948,1.2879276,1.2557994,2.2526011,1.5319337,2.752744,2.9826314,184.5638,-1.8265921
1949,1.7171255,0.57460815,2.350013,2.8734932,4.6845927,1.4441715,266.49023,-2.6374
1950,1.5410371,1.372313,2.3696883,1.1752137,3.946562,2.8664005,-95.80469,0.9481523
1951,1.1908422,1.664938,2.7313716,1.747439,2.5348594,4.6391277,-222.6491,2.203503
1952,1.5243987,0.5018992,1.9382097,2.0091121,3.505764,0.7178549,-108.10742,1.0699097
1953,1.2552212,0.6727944,1.8652188,2.427552,2.8419793,1.475897,275.08008,-2.7224119
1954,1.7657708,1.1625183,2.7970397,1.5873694,6.234735,2.4866374,-107.61068,1.0649935
1955,0.8842488,0.03988405,1.8779645,2.7561674,2.731679,-0.27885467,37.172527,-0.36789373
1956,1.0735967,0.34653166,2.0358973,2.7920492,2.2873003,0.7091958,164.85872,-1.6315752
1957,1.270516,0.8008897,2.2585957,1.8298221,2.933298,1.5194257,101.24088,-1.0019639
1958,1.2014129,0.8874375,2.03093,1.4879489,2.625283,1.3960619,-68.55338,0.6784521
1959,0.3339589,0.7267006,2.0856466,2.8162568,0.6698597,2.5730162,135.22852,-1.3383318
1960,0.89589137,1.1300598,2.3014028,2.2573373,1.8445987,3.1371381,-200.22786,1.981605
1961,1.5397377,0.9373835,2.3464937,1.8285323,4.1160913,2.0241058,63.436848,-0.62782574
1962,1.6023017,0.40983808,2.01984,2.9082186,4.1045184,1.0663865,95.54752,-0.945618
1963,0.57364213,1.0749389,2.1741283,1.346649,0.9940863,2.4234278,-1.1998698,0.011869311
1964,0.9577561,0.49978614,1.7162126,2.1575887,1.0876892,0.5729744,201.94792,-1.998639
1965,1.4929996,0.6193668,2.2043998,1.6379455,3.9349499,0.9259444,-173.3763,1.7158612
1966,1.6069012,1.0396278,2.3539774,1.799903,4.8325877,1.7065989,-169.7461,1.6799339
1967,2.4203815,1.2538234,3.0852668,1.9596907,7.856062,3.2203887,22.09375,-0.21866234
1968,0.74556327,0.6696895,1.7538131,1.8923779,2.1854558,0.93768495,18.19987,-0.18012552
1969,0.63352877,0.4302802,1.9460443,3.0127945,1.3681602,1.4405867,-36.82552,0.36444852
1970,1.7231175,0.66015106,2.4707227,2.416989,5.4972897,1.663659,-57.547527,0.5695296
1971,1.013227,0.50462776,1.9459566,2.3963182,2.0239923,1.8034906,167.67839,-1.6594809
1972,0.69148415,0.8188134,2.2647069,2.8304396,2.137391,2.4776556,96.10612,-0.9511462
1973,1.5955929,0.18334933,1.9321226,2.9319842,4.6019726,0.27457967,234.74675,-2.3232415
1974,1.6187323,0.7988222,3.0414388,2.3448026,6.6495156,2.77367,-80.759766,0.799256
1975,0.7458157,0.3108251,1.9741641,3.0084715,2.483993,0.97945744,287.694,-2.8472488
1976,0.5611349,0.32146433,2.0375593,2.3963346,2.1081119,0.6819227,106.37435,-1.0527686
1977,1.4593943,1.0003897,2.5129628,2.2107508,4.0866566,2.799019,-64.45703,0.63791144
1978,1.386664,0.8446278,2.7112548,1.2715071,4.852806,1.8386701,-69.06771,0.6835423
1979,1.3867172,1.2501136,2.5061529,1.9917468,3.5587826,2.69279,-63.17578,0.6252312
1980,1.3558041,0.7791293,2.4888563,1.3884081,3.5176961,1.0204928,16.3125,-0.16144662
1981,1.8385836,0.61770594,2.6604252,2.441416,5.622183,1.5675739,-38.39388,0.37997043
1982,1.3563107,1.3113693,2.4705436,1.546433,3.1041708,3.1261644,85.43359,-0.8455226
1983,1.8652563,0.8896778,2.737827,1.952931,7.2041373,2.2270691,105.60873,-1.0451914
1984,1.2372156,0.69870204,2.3167226,3.0263033,3.765643,2.6129093,-13.364583,0.13226092
1985,1.470438,1.0558655,2.2739668,1.2469808,4.1226177,2.201318,125.654945,-1.2435845
1986,1.3972248,1.012648,2.9024475,1.6670322,2.899696,2.8458626,93.041016,-0.92081165
1987,0.9774766,0.4709995,1.8503164,2.3575487,1.880983,1.2404226,163.73438,-1.620448
1988,1.9044536,0.85679895,2.8936262,1.3498249,6.450489,2.2170804,37.690105,-0.373016
1989,1.3665348,0.91782266,2.2921693,2.0060732,3.8061607,2.6256382,239.65105,-2.3717782
1990,1.9448379,1.0621643,2.777131,2.1791499,6.12688,4.2893453,193.02344,-1.9103154
1991,1.1786944,0.6495169,2.018895,2.1855323,2.489302,0.6939551,278.73697,-2.758603
1992,1.59836,0.927926,2.515299,1.0412577,4.8605833,1.8202556,178.11133,-1.7627335
1993,1.2120146,0.73445255,2.1143897,2.640209,4.6866674,1.9026079,152.25261,-1.5068156
1994,1.7725948,1.3248447,2.6779578,1.2687986,6.4367347,3.1413412,30.132812,-0.29822317
1995,1.1447283,0.48849222,2.4881043,2.3947525,3.251342,1.3257302,119.03385,-1.1780571
1996,0.1321022,0.36597928,2.000982,3.16455,-0.43487397,0.8022919,58.572918,-0.5796885
1997,1.0287622,0.85685396,2.1483736,1.8912603,3.380416,2.691252,174.25847,-1.7246026
1998,2.2548344,1.3211868,2.881933,1.4799743,6.3074703,2.721837,41.28255,-0.40856972
1999,1.8206667,1.2870197,2.4422386,1.6849151,5.377117,2.7733314,-19.735025,0.19530767
2000,2.0419204,1.5798326,3.080061,1.6222744,5.8807826,5.8649364,-72.29557,0.7154877
2001,1.4073309,0.7609844,2.2706125,3.0186927,3.2377987,2.285039,76.92252,-0.76129055
2002,1.1340251,1.1624306,2.253029,1.8999702,3.6219406,2.9992602,72.49414,-0.7174637
2003,0.79702145,0.6837263,1.6007686,1.6195372,1.4441198,1.287891,247.56706,-2.4501214
2004,1.8894383,0.86933476,2.4110572,2.0029862,4.3458896,1.8425637,123.84961,-1.2257172
2005,1.573453,0.5622616,2.0449502,2.916132,3.8071823,1.0405538,193.51433,-1.9151735
2006,1.4008131,1.1321543,2.245966,2.315862,3.7797287,3.0897388,108.99935,-1.0787476
2007,1.8180189,0.4434985,2.3471665,1.8808569,5.878624,0.8493414,134.51367,-1.3312572
2008,1.6961241,1.2338388,2.7335484,1.4857249,4.929444,3.1044014,9.042317,-0.08949534
2009,1.3672792,1.015838,2.2641106,2.1961002,3.3563302,3.3908875,-14.233724,0.14086258
2010,0.6384185,0.17073977,1.5161458,2.3572743,1.2171155,-0.18694021,-67.09701,0.6640386
2011,1.512432,1.1580702,2.3685129,1.7527957,4.6350727,2.581144,208.35742,-2.0620725
2012,1.7606887,1.2359958,2.3818023,2.0119262,3.8464491,2.7435563,39.66081,-0.39251968
2013,0.81954336,0.62834996,2.0434299,2.3875053,1.2370181,2.3530567,130.0664,-1.2872437
2014,0.8944464,1.3605617,2.451977,2.368534,2.221001,5.943098,-32.815105,0.32475826
2015,1.9810057,1.1385881,2.6878164,1.5810719,6.5140705,3.599095,312.39258,-3.091685
