t,u,v,speed,direction,u2,v2,pres,ibe
1985,1.6120738,0.92014116,2.6065304,1.2445644,5.445736,2.4297273,8.713542,-0.0862993
1986,1.6027957,0.7808842,3.450409,2.2413213,4.1860113,2.676815,7.140625,-0.07073234
1987,1.1212862,0.37390456,2.162066,3.1989012,2.3653247,1.4113654,80.052086,-0.7923208
1988,2.26402,0.48282441,3.4002542,2.8768013,9.280312,1.928353,-70.47396,0.6974018
1989,1.5417062,0.61376977,2.851236,2.9297523,5.426288,2.4255233,132.69792,-1.3133448
1990,2.5853546,0.9709683,3.4503386,2.6413143,9.837408,5.612409,47.796875,-0.47309828
1991,1.2782004,0.4561893,2.2853205,2.5472977,3.106171,0.21439815,185.41667,-1.8350906
1992,1.9570748,0.6730757,2.8719647,2.0470133,7.083158,1.2951657,90.86979,-0.8993812
1993,1.2906116,0.4265069,2.495382,2.7701263,6.619644,1.8291193,82.145836,-0.81304234
1994,2.0539353,1.0743893,3.1681623,2.3178847,8.758202,3.365464,-92.677086,0.9171412
1995,1.4556967,0.056500275,3.1812427,2.6988504,5.138449,-0.07409597,-17.875,0.17684162
1996,0.04168709,0.0982604,2.3625963,3.1162863,-0.59706134,0.41828552,7.2708335,-0.07202103
1997,0.930039,0.7892463,2.3130655,2.9221013,3.4185832,3.6049845,126.427086,-1.2512839
1998,2.624903,1.1922451,3.233168,1.3749123,8.685026,2.5391705,-50.041668,0.4951879
1999,2.030697,0.890285,2.5568292,1.4709163,7.139937,2.1759799,-134.33333,1.3294038
2000,2.268141,1.5383538,3.4580405,2.068168,7.4262924,6.817756,-172.625,1.708368
2001,1.6694924,0.24354243,2.6825438,3.3522918,4.4991865,1.7250777,-39.078125,0.3866844
2002,1.195721,1.0680856,2.6166017,2.3620758,4.1793294,3.3048422,-86.97396,0.8606987
2003,0.7180423,0.49844098,1.7768501,2.1556,1.4776034,1.1607147,175.29167,-1.7348857
2004,2.0888622,0.58351606,2.5941882,1.8400116,5.4296722,1.6207929,10.682292,-0.10578352
2005,1.6343695,0.023209969,2.184406,3.139138,4.446037,0.21242033,151.69792,-1.5013837
2006,1.5751613,0.85455316,2.5948923,2.8232148,4.7577515,2.9397984,34.34375,-0.33995572
2007,1.9964272,0.09769511,2.6962402,3.8003197,7.513857,0.42175087,86.427086,-0.8554129
2008,1.8954769,1.2620758,3.0462856,1.4173824,6.1066833,3.7804263,-57.645832,0.57044476
2009,1.5491295,0.82893205,2.63756,2.637381,4.4284267,3.68979,-103.359375,1.0228615
2010,0.6506129,-0.3140501,1.7458187,2.7995195,1.6947731,-1.3203074,-136.28125,1.3486819
2011,1.8894881,1.0821913,2.839442,1.669391,7.165708,2.8241026,128.25,-1.2693249
2012,1.9037129,1.004536,2.4794312,1.8998545,4.9065604,2.2384686,-9.515625,0.094110884
2013,0.8662147,0.28329054,2.3776085,3.3115566,1.3539184,2.4319618,-16.302084,0.16127484
2014,1.3604301,1.403844,3.1540234,2.3144054,3.7806995,7.7139688,-238.28125,2.358153
2015,2.2166603,1.0751802,3.0220644,1.9711162,8.432779,4.581252,177.90105,-1.7607101
2016,1.3997875,0.8501239,2.2622843,2.5868552,3.3640537,2.1666641,46.385418,-0.45912936
2017,2.3082829,0.8438127,2.7456353,1.6908408,7.589802,1.3841344,71.65104,-0.7091777
2018,0.6044732,0.5236202,2.5332148,2.0346043,2.100815,1.1639961,3.4739583,-0.034444243
2019,1.6962305,1.1245531,3.0254166,2.263124,4.845713,3.304698,-94.890625,0.9390481
2020,1.9618921,1.4899755,3.238881,2.2649777,7.7388835,5.581409,-33.401043,0.33049938
2021,1.4320903,0.29596224,2.5207217,2.240412,3.3697488,0.2512969,84.479164,-0.8361347
2022,1.3905236,0.7757082,2.9910276,3.2681081,5.61223,3.9372046,158.13542,-1.5650941
2023,2.0814688,0.9479075,3.4417245,1.4943322,8.325408,2.1261058,-113.760414,1.1257983
