t,u,v,speed,direction,u2,v2,pres,ibe
1858,0.56583846,0.36204258,1.6856791,3.1619499,0.43624046,0.64046407,62.722656,-0.62081003
1859,1.625939,0.92346483,2.4197276,1.3721157,4.3013186,1.7211671,-123.989586,1.2270393
1860,1.0924493,0.7831121,2.2136552,2.2546105,2.3209581,2.1028087,-210.96875,2.0878527
1861,1.5101085,1.0226735,2.5781858,1.6845695,5.527742,2.356511,-7.7096353,0.07624284
1862,1.3122104,0.75070316,1.8858682,1.2622668,3.2172463,1.1747026,-163.69011,1.6199465
1863,1.8722867,1.1323851,2.5405185,1.4279609,4.473865,2.5204458,29.02539,-0.28731573
1864,0.6432852,0.33111307,1.6133832,2.5767362,1.3791348,0.59646493,-82.507164,0.8164971
1865,1.0147734,0.9778724,2.028247,1.9626354,2.1108918,2.1204844,-72.66211,0.71906257
1866,1.5246935,0.97731596,2.3753285,1.8677235,4.7818494,2.410148,-164.07942,1.6237997
1867,1.0853723,0.402019,1.9048933,1.70929,2.659776,0.66047955,-5.8841147,0.05817592
1868,1.5655355,0.83198446,2.3424003,1.585649,4.9224916,2.3601224,-42.46159,0.42017496
1869,1.5358466,0.410977,2.38084,2.0667992,4.1045613,1.4277548,18.291016,-0.18107988
1870,0.7309987,0.44233203,1.6223456,3.213336,1.019374,1.2051328,-63.115234,0.6245795
1871,1.043949,0.98277396,1.9954252,1.9408232,2.142101,2.1244721,-86.30924,0.8541255
1872,1.4870859,1.9295064,2.6467042,0.78773886,2.8660386,5.5062504,-455.1732,4.5046897
1873,1.4074737,0.87992126,2.03144,1.9782201,2.5870447,1.942979,-60.11849,0.5949214
1874,1.4824439,0.8031909,2.1034405,1.7993646,3.1965191,1.780958,4.354818,-0.043156505
1875,0.37446925,0.30733725,1.3395916,3.1100378,0.6090556,0.89829016,40.23633,-0.39826778
1876,0.57124424,0.6470398,1.8937329,2.1673245,1.7416025,1.2244021,-234.72461,2.3229592
1877,1.4951497,1.2129778,2.3001528,1.2889079,3.8961666,2.5897853,-201.07487,1.9899353
1878,1.5311416,0.9187868,2.064614,1.2996746,3.147027,1.5250617,-227.83789,2.254803
1879,0.94172233,0.82766485,1.7941219,2.4649298,2.1688159,1.968554,-112.32943,1.1116413
1880,1.1170139,0.5254092,1.892171,2.3493807,2.7090752,1.0860265,-19.748047,0.19538407
1881,0.55151004,0.6520197,1.7631146,2.2057908,1.1626502,2.0110128,-33.843098,0.3348798
1882,1.445213,1.3360871,2.2375476,1.1150048,3.130975,2.5737884,-44.371094,0.43907288
1883,1.2489023,0.901738,2.2502491,2.445122,3.3034487,2.4003785,8.186198,-0.08107489
1884,1.2746866,0.67397666,1.9404,1.3610039,3.0451076,1.3673946,5.2597656,-0.05211254
1885,0.85302836,0.7041602,1.9878787,2.262307,1.7839609,1.9964336,-154.00977,1.5241426
1886,1.031145,0.8454843,1.7354168,1.6726503,2.4288704,1.4027057,-181.74219,1.798604
1887,0.88802385,0.20591159,1.6819464,3.7397044,1.5983528,0.8226702,108.67513,-1.0755912
1888,0.9936514,0.8270633,1.7533288,1.714158,1.7486753,1.7281767,-4.328125,0.042776555
1889,1.0673221,0.5882109,1.729998,1.9334642,2.026758,1.2414747,-27.358725,0.27070543
1890,0.8083608,0.61381,2.102745,1.6679044,1.7235132,1.3209696,-4.0253906,0.039780557
1891,0.9329112,1.0387384,1.9654952,1.4955431,1.9816881,2.459555,32.908203,-0.32574296
1892,0.5921369,0.30677822,1.474337,1.5397204,0.8117332,0.3818848,-67.94271,0.67235595
1893,0.7500978,0.64577985,1.8333116,1.9212061,1.3760873,1.5870088,6.643229,-0.06580443
1894,0.7438,0.71654016,2.0265105,2.2062252,1.6932904,1.5098349,48.75586,-0.48258373
1895,0.5548644,0.70543337,1.7980701,1.9449605,1.2154553,1.4820722,-106.50846,1.0540327
1896,1.1035391,0.3549603,2.0327969,2.6612346,2.1839912,0.7543094,95.16992,-0.9419332
1897,0.89103967,1.0034691,1.7587105,2.002002,1.8556157,2.3541594,25.55013,-0.25292176
1898,1.3301612,0.73469096,2.0006962,1.6678945,3.2586796,1.4378499,16.892578,-0.16723996
1899,0.9119188,0.6667481,1.9523325,2.2873416,2.2241013,1.3140911,32.244793,-0.31917745
1900,1.1960038,0.83884805,1.8594608,1.8557411,2.2428887,2.0500028,-177.64128,1.7580181
1901,0.7329917,0.5595336,1.4880489,2.2821567,1.2634376,1.2318784,-94.055336,0.93078685
1902,0.82256645,0.5088915,1.7425534,2.4000247,2.0803347,0.7317667,9.9244795,-0.09827826
1903,1.4254713,1.5927466,2.7864735,1.6877704,4.0119224,4.8856187,-75.21875,0.7443652
1904,0.871702,0.76355547,1.6630043,1.9887203,1.584661,1.6377891,25.352213,-0.25096306
1905,1.3563164,0.7691946,2.0013835,1.4673842,2.6548831,1.3955058,62.11198,-0.6147661
1906,1.3517803,0.749798,2.0462782,2.665727,2.8027809,1.9759542,-3.0097656,0.029729158
1907,1.113703,0.808609,1.9393681,1.4831346,2.6209378,1.7905498,24.845703,-0.24595022
1908,1.0521013,0.49692824,1.8915459,3.0382268,2.0864563,0.7825503,124.7832,-1.2350094
1909,1.2193282,0.73634845,1.8312098,2.607825,2.5180986,2.0896962,-105.83073,1.0473251
1910,1.1892537,1.0226423,2.1999106,1.7432743,2.8376062,2.7135546,-251.3711,2.4877057
1911,1.1236881,0.76054484,1.7657031,2.744007,2.1107507,2.3830783,73.36068,-0.7260921
1912,1.3809738,1.706817,2.670004,1.6187247,3.7549133,5.470558,-104.203125,1.0312173
1913,0.8888754,1.4546009,2.1693108,1.8760209,2.272915,3.880437,21.876953,-0.21656919
1914,1.3466891,2.1650555,2.6628373,1.4307718,2.869611,7.8652816,-182.40169,1.805131
1915,1.8292127,2.0470176,2.864419,1.1967384,5.0094595,6.3702073,-350.6224,3.4699736
1916,1.9903545,2.173715,3.0762608,0.8176742,5.269295,6.001494,-308.22592,3.0503852
1917,1.343042,1.7432829,2.4331806,1.6802219,3.6113398,4.488877,-129.12761,1.2778893
1918,1.4050449,1.9228301,2.6268919,1.3440853,3.8063066,5.3942704,-108.44662,1.0732142
1919,1.175726,0.8313391,2.0339286,2.3596282,2.7550333,1.7935821,-237.62434,2.3516572
1920,1.0617847,1.6755012,2.537925,1.9994739,2.0848644,4.0178733,91.615234,-0.9067533
1921,1.0308219,0.40561715,1.8592051,1.97683,3.2526376,1.0158107,226.08528,-2.2375734
1922,1.1168958,0.94229,1.9676714,1.3231691,1.921491,2.0579364,-79.339195,0.7851444
1923,1.5954136,1.5372424,2.678693,1.425718,4.045825,3.4299629,-155.13867,1.535315
1924,0.9136879,1.5360994,2.2555249,1.3794867,1.6421338,4.0139527,-69.52865,0.6880515
1925,1.7056962,1.1520305,2.5037088,1.4763623,3.6720212,3.0320418,-94.9349,0.93949157
1926,1.2207774,0.82825327,1.8654723,2.4403708,1.6926752,2.4623704,-46.953125,0.46462664
1927,1.3801427,1.4188913,2.5024428,1.2763522,3.0999212,3.0532167,-148.62761,1.4708763
1928,1.0989956,1.2091091,2.2743871,2.0064933,2.937085,2.8095906,-67.6849,0.6698046
1929,0.6848831,0.80484325,1.9002596,2.8246021,1.5616193,3.0919945,147.90886,-1.4638788
1930,1.1255351,1.3650082,2.3773682,1.6615143,2.4385107,3.6358414,-210.20573,2.0803013
1931,1.2202162,0.90568656,2.0297415,1.2190728,2.7297604,2.0238523,-25.09961,0.24834736
1932,1.1933302,0.9630246,2.2784712,1.5140358,2.915511,1.9301914,52.840496,-0.5230084
1933,0.335143,0.4991269,1.3592783,2.7275994,0.26426223,0.91658497,74.89323,-0.7412594
1934,1.3750452,1.1792179,2.2124217,2.5813959,2.6908882,3.2630088,-9.249349,0.09148073
1935,1.4095407,1.1272254,2.5269444,1.9174529,3.3590899,3.5406187,-150.69922,1.4913787
1936,0.9859543,0.97730047,2.275905,1.9839395,2.281067,2.7131205,-100.813805,0.9976738
1937,0.79310066,0.7757912,1.5779685,1.7393368,1.5820718,1.7535888,-161.22331,1.5955333
1938,1.5310673,1.1138185,2.4622777,1.5635351,3.754264,2.5643194,175.96028,-1.7414976
1939,0.8222825,0.7361665,1.8990537,2.4568012,1.6976756,2.359562,-52.170574,0.5162627
1940,0.96149343,0.7625901,2.1842167,2.098553,2.7025502,1.5916203,-34.13867,0.3378049
1941,0.7037537,0.76737803,1.8588985,2.3776808,2.0339444,1.6433676,3.1966145,-0.031693935
1942,0.67904896,0.65497136,2.0133445,2.1539905,1.4882236,1.3647474,51.08659,-0.50565034
1943,1.6567779,0.8538994,2.1297686,1.0053525,4.2056975,1.7007457,116.36002,-1.1516471
1944,1.7549051,0.49572694,2.1809955,1.7555332,4.620639,0.81046313,2.8463542,-0.028227523
1945,1.481124,0.65779847,1.9508024,2.2212918,3.2458572,1.2742919,114.11328,-1.1294116
1946,0.86281866,0.956192,2.5005393,1.816796,2.9993505,2.5040889,52.869793,-0.52329844
1947,0.3330128,0.6826825,2.1706116,2.6209192,0.81374377,1.3859612,-14.841797,0.14682798
1948,1.1269071,1.3414053,2.1757765,1.630754,2.4258454,3.2392483,179.06316,-1.7722058
1949,1.2669364,0.65362954,1.9320539,2.9051654,2.6606677,1.536664,282.30728,-2.7939901
1950,1.4117221,1.4407164,2.248412,1.2093906,3.3876066,3.0917404,-89.13346,0.8820761
1951,1.0963312,1.7149545,2.5399067,1.2692912,1.9668678,4.9011135,-230.38606,2.2800214
1952,1.3332044,0.6684086,1.7488847,2.141626,2.6372848,0.9101308,-95.620445,0.94627625
1953,1.0330209,0.71385616,1.7482986,2.4202998,2.0621984,1.571857,273.00522,-2.7019293
1954,1.6236025,1.2389207,2.6101425,1.4615932,4.805507,2.6832078,-88.53971,0.87619996
1955,0.6145184,0.14393686,1.66644,2.293439,1.6333256,-0.0404342,25.298178,-0.25042835
1956,0.97386837,0.5269093,1.9939579,2.260214,1.9892682,1.1440386,161.37695,-1.5971695
1957,1.0227782,0.92312986,2.1356456,1.8602096,2.1349108,1.9017644,97.63998,-0.96637887
1958,1.1534,1.0544318,2.0138202,1.529302,2.3332295,1.8253318,-70.225914,0.6949523
1959,0.30585977,0.8108585,2.0659077,2.8510525,0.46685314,2.707053,103.13998,-1.020811
1960,0.96182054,1.3187317,2.227899,2.262359,1.975448,3.5546591,-210.47722,2.082988
1961,1.289405,1.0258875,2.0745308,1.7764043,2.5750701,2.0732427,70.01107,-0.69294184
1962,1.322763,0.45063436,1.7580646,2.539157,2.8827431,1.0761125,111.32552,-1.1018217
1963,0.5805839,1.1401514,2.1548145,1.3740616,0.9289958,2.711854,-31.736979,0.31403592
1964,0.8445718,0.579916,1.4388366,1.7790523,0.9214609,0.6349744,189.2513,-1.8730358
1965,1.3980595,0.7573681,2.1726084,1.6551281,3.2928479,1.1837072,-158.81511,1.5716997
1966,1.5275539,1.2143538,2.280464,0.75843,3.9616375,2.1593647,-156.10547,1.5448833
1967,2.0301664,1.346314,2.7684143,1.4903017,5.383192,3.3640804,58.999348,-0.5839612
1968,0.7614363,0.7834873,1.6576023,1.9860562,1.7467042,1.1461015,2.9121094,-0.02887837
1969,0.7136941,0.60748875,1.6996408,3.4039366,1.4076141,1.7677131,-52.22331,0.5167846
1970,1.6209825,0.8988178,2.2703173,1.3290449,4.6131606,2.1218007,-35.01953,0.34652266
1971,0.8008539,0.66098446,1.6795855,1.7990652,1.4255656,1.9975201,158.51302,-1.5688258
1972,0.6358267,0.9002392,2.100588,2.7586033,1.79287,2.5436895,75.634766,-0.7485983
1973,1.2775458,0.3905213,1.655043,2.351941,2.9250538,0.5864238,253.27473,-2.5066614
1974,1.5664763,0.93666416,2.7510357,2.424314,5.3072715,3.0025537,-62.66276,0.62010163
1975,0.44794306,0.32719496,1.7109871,3.0500672,1.1686112,1.079735,267.3737,-2.6461957
1976,0.5042468,0.46956217,1.9710827,2.3363993,1.5926584,0.99359226,84.30078,-0.8343639
1977,1.3008312,1.1252927,2.3788826,2.347156,3.0002394,3.236325,-56.16211,0.5557659
1978,1.2919194,0.99576515,2.3334265,1.3164974,3.4938533,2.1072118,-64.50651,0.63834864
1979,1.2704811,1.2843536,2.2779357,1.992013,2.8484,2.7477818,-62.179688,0.6153207
1980,1.3029592,0.89880294,2.357941,1.3773198,2.8167794,1.3503236,26.502604,-0.26234826
1981,1.6411558,0.8123271,2.489222,1.8556596,4.365286,1.9702564,-13.816406,0.13668013
1982,1.1424655,1.4104911,2.3139918,1.5764223,2.307517,3.260892,84.725914,-0.83857125
1983,1.4722027,1.0182048,2.4994972,1.959402,4.837928,2.6479695,125.557945,-1.2426767
1984,1.1388806,0.7903609,2.103308,3.0465631,2.8467836,2.8341734,-8.419922,0.0832723
1985,1.2127932,1.1178184,2.1563025,1.365076,2.7179239,2.301192,128.65169,-1.2732949
1986,1.1644506,1.0492357,2.5783317,1.5926318,2.277979,2.8293808,95.22266,-0.9424553
1987,0.7913105,0.55513936,1.6439546,2.4228806,1.2508273,1.2661362,152.45508,-1.5088717
1988,1.5807962,0.9224038,2.5970833,1.3704739,4.75773,2.2709858,59.61849,-0.5900888
1989,1.0272822,1.0094336,2.0379667,2.048175,2.3704064,2.7517078,236.84245,-2.3440347
1990,1.4956079,1.0877383,2.4524775,1.6502246,3.866464,4.148252,213.9694,-2.1176653
1991,0.95260364,0.7112503,1.7748872,1.6967711,1.7130278,0.81366366,273.63217,-2.7081344
1992,1.3309406,0.99955946,2.2365742,1.1474909,3.4439898,2.0327938,188.96614,-1.8702139
1993,1.1235178,0.88912964,1.9068656,2.5038507,3.746888,2.126337,153.38152,-1.5180405
1994,1.5264649,1.485974,2.4398768,1.2404076,4.6023693,3.5216591,42.858723,-0.42422113
1995,0.95545673,0.65361077,2.2984242,2.4337752,2.5378323,1.8304238,116.9043,-1.1570336
1996,0.23653238,0.44791988,1.6789204,2.5817168,0.25111428,0.9237685,21.46875,-0.21252935
1997,0.7903777,0.9691078,1.913055,1.9711899,2.309255,2.80255,161.61848,-1.5995601
1998,1.979818,1.4485012,2.6638982,1.5127215,4.6016493,3.0616944,78.51758,-0.77712876
1999,1.4922976,1.3596673,2.2260518,1.7588567,3.6614392,2.903817,-0.75911456,0.0074549117
2000,1.7667589,1.7152215,2.8157585,1.6986046,4.1277375,5.784206,-48.166016,0.47663048
2001,1.2896847,0.8902407,2.080703,3.020233,2.527631,2.3414123,83.86979,-0.83009857
2002,1.0359676,1.2524188,2.1239502,1.8753787,2.855771,3.249876,63.684246,-0.63032657
2003,0.54061294,0.7952368,1.4428872,1.6865679,0.971684,1.4165745,228.07747,-2.2572896
2004,1.483283,0.9307854,2.039595,1.5194987,2.7102907,1.8164445,143.73177,-1.4225391
2005,1.384635,0.67958635,1.8210006,1.9399924,2.6712687,1.1218809,212.09636,-2.099128
2006,1.1639832,1.1845014,2.082342,1.7679476,2.6437895,3.1266925,110.63086,-1.0949467
2007,1.5539778,0.5738223,2.2073438,1.4228665,4.2478933,1.131116,156.78972,-1.5517707
2008,1.4028645,1.293934,2.4249926,1.5129234,3.4720352,3.184522,21.555338,-0.21338634
2009,1.1595008,1.0996021,2.0277472,1.6217656,2.5150273,3.3744256,-13.913411,0.13764004
2010,0.63142985,0.31113616,1.4312063,2.1803472,1.2102922,0.16563274,-84.515625,0.8363743
2011,1.2508097,1.2470995,2.2192338,1.7595705,3.3576906,2.7393246,211.82097,-2.0964026
2012,1.557093,1.2996094,2.2706823,2.0209754,3.146897,2.9533653,53.76758,-0.53218365
2013,0.73313594,0.69449663,1.798474,2.3921003,1.0691913,2.3416908,113.86198,-1.1269244
2014,0.8526241,1.4662356,2.3915374,1.9270605,1.8938297,5.854098,-48.972004,0.4846071
2015,1.5895195,1.2283677,2.3253686,1.6045974,4.3472667,3.773011,332.75064,-3.2932167
