t,u,v,speed,direction,u2,v2,pres,ibe
1979,1.5876721,1.1512388,2.9458313,1.9659638,5.424065,2.6822383,-179.84375,1.7798544
1980,1.5358664,0.24362557,3.056751,2.4107575,5.9252477,-0.7181552,-41.609375,0.41177964
1981,2.0724013,0.15650041,3.239252,2.5360978,8.503531,0.644239,-81.16146,0.8032178
1982,1.815538,1.255996,3.2623768,1.9674143,5.776171,3.8061736,45.651043,-0.45181715
1983,2.5267367,0.49594298,3.4865496,2.3657956,13.479154,1.3899893,54.15625,-0.5359914
1984,1.3033592,0.41659284,3.1867478,2.9576232,5.672931,2.5947943,-65.385414,0.6470857
1985,1.8570281,0.8589025,2.7417822,2.1811254,7.1694355,2.3624437,2.3385417,-0.0231631
1986,1.8746871,0.80887896,3.833496,2.2636344,5.3926806,3.160122,4.953125,-0.049039047
1987,1.3234346,0.34582838,2.4976816,2.7683516,3.7411156,1.5921154,89.875,-0.8894918
1988,2.5624006,0.46911183,3.6916792,2.885167,10.991971,2.0151453,-105.03646,1.0395032
1989,1.958088,0.59285504,3.1023495,2.9083061,7.869078,2.4930568,128.51042,-1.271858
1990,3.0115426,1.0053922,3.8079011,3.1829493,13.263664,5.979322,1.890625,-0.018730186
1991,1.5929384,0.47779575,2.607753,2.578712,4.4188213,0.29887447,189.36458,-1.8741182
1992,2.0336535,0.7356164,3.1518004,2.4751976,7.6429477,1.6319408,75.86979,-0.7508854
1993,1.3353707,0.37853327,2.889631,2.9034624,7.013243,1.8381004,87.958336,-0.87052304
1994,2.0894172,1.021655,3.3207798,2.2642453,9.75472,3.1047046,-104.46875,1.0338849
1995,1.688851,0.17775679,3.295397,3.203584,6.459975,0.38780043,-24.229166,0.23977165
1996,-0.019958416,0.31725454,2.6515028,3.221178,-1.3309475,0.9845366,70.46875,-0.6974325
1997,1.2245133,0.8534146,2.7240026,2.95805,4.8796096,3.8658674,146.02083,-1.4451545
1998,2.674423,1.1707201,3.3997335,1.4812403,10.503303,2.535262,-87.8125,0.8690417
1999,2.2420008,0.971299,2.792574,2.0005953,8.43505,2.4744575,-153.44792,1.5186208
2000,2.2922702,1.5449456,3.7568424,2.0287914,8.916915,7.9969068,-189.0,1.8704716
2001,1.5813576,0.20053299,2.8750646,2.8484724,4.5836987,1.6440219,-42.588543,0.4214703
2002,1.1582862,1.122244,2.8353374,2.3679922,4.760539,3.450647,-63.682293,0.6302305
2003,1.0023848,0.6796747,2.095207,2.2390285,2.046426,1.690467,201.92708,-1.9984463
2004,2.3150585,0.5833126,2.9197721,3.0208857,7.0572414,1.7720243,-17.963541,0.17776214
2005,1.7129828,0.19276564,2.454739,3.3107185,5.9715595,0.78894633,136.22917,-1.3482486
2006,1.7610744,0.9760538,2.7087338,2.245873,6.5071144,3.1081417,32.364582,-0.3203241
2007,2.2567625,0.12011536,2.8249166,3.7905915,9.801276,0.3168263,61.802082,-0.6116604
2008,2.0411475,1.4283355,3.497721,2.0388029,7.63115,4.3495526,-65.583336,0.6490445
2009,1.490902,0.91019017,2.9299443,3.164133,4.6552777,4.224258,-94.77604,0.9379584
2010,0.59653574,-0.23893619,1.9741846,2.958415,1.3373655,-1.3777914,-111.90625,1.1074921
2011,2.0988793,1.2882867,3.0583878,1.4173273,8.366325,3.6233053,117.604164,-1.1639212
2012,2.08515,1.0304149,2.7409194,1.3877687,6.0046806,2.3892822,-17.723959,0.17539108
2013,0.8722368,0.5116434,2.60345,3.344863,1.3204464,3.079367,12.479167,-0.12352258
2014,1.2086154,1.4524688,3.3254693,2.7492259,3.8274662,8.698934,-215.11458,2.128922
2015,2.637925,1.2547863,3.5161393,1.5775013,11.188164,4.8518643,145.84895,-1.4434537
2016,1.4993563,1.0103208,2.5570362,2.0472245,4.181008,2.5185502,58.104168,-0.575063
2017,2.6391747,0.9422014,3.155031,1.1751031,9.987226,1.6087664,42.578125,-0.42140523
2018,0.6627007,0.72479206,2.933587,2.050531,2.4644053,1.7242593,46.453125,-0.45975533
2019,1.9181951,1.2537441,3.4807765,2.2998974,6.395916,3.9257991,-98.046875,0.97032905
2020,2.0226018,1.6209162,3.2925894,1.8810219,8.68312,5.995163,-35.296875,0.34930632
2021,1.605837,0.33388543,2.826704,2.2571926,4.0547886,0.30738148,77.291664,-0.7649575
2022,1.7548221,0.93053406,3.3646765,2.8195984,7.9852657,4.543372,158.69792,-1.5706171
2023,2.0297518,0.82909244,3.4480288,1.9439689,8.1410055,1.6102318,-128.15625,1.2683147
