time,NearestPointAverage2,PressureDifference,NearestPointAverage2_trend,NearestPointAverage2_dt,NearestPointAverage2_lowess,PressureDifference_trend,PressureDifference_dt,PressureDifference_lowess
1909,3.486090234509625,-1.7896096273598794,3.990700695241405,-0.5046104607317798,0.1538462436607782,-1.0132092975500147,-0.7764003298098647,0.1998888150705967
1910,3.477794871413751,-0.6642922920141618,4.00544291008427,-0.5276480386705185,0.2883831844439801,-0.9912010466928132,0.3269087546786513,0.2562093705039121
1911,4.03883007967126,-0.10442788863981133,4.020129265691279,0.018700813979981135,0.3857112745529935,-0.969686770786925,0.8652588821471137,0.29279887246405084
1912,5.504520406026762,-2.079251647101745,4.034760578826379,1.4697598272003827,0.44064419460565585,-0.9486556343261249,-1.1305960127756198,0.320014747036548
1913,3.9686962799109855,0.3902169838717651,4.049337666253516,-0.08064138634253037,0.46808078792181773,-0.9280968018041946,1.3183137856759597,0.3599626986119924
1914,4.107213202732064,0.005269519459612534,4.063861344736645,0.043351857995419074,0.47326705205776737,-0.9079994377148957,0.9132689571745082,0.4239661525823395
1915,7.005472509920286,-1.5819927854080102,4.07833243103971,2.9271400788805755,0.4794596409929487,-0.8883527065520096,-0.6936400788560007,0.5137665405648388
1916,9.20177914873487,1.0848770976095652,4.0927517419266595,5.10902740680821,0.49064139137498447,-0.8691457728093117,1.954022870418877,0.608188818794607
1917,4.826902703538692,-0.35697329561807634,4.107120094161436,0.7197826093772557,0.5003671184229239,-0.8503678009805831,0.49339450536250673,0.6915825796598926
1918,4.32835896268044,-0.09021620032651465,4.121438304507997,0.20692065817244298,0.48940992331730415,-0.8320079555595861,0.7417917552330714,0.751598986522176
1919,3.1088245433940855,-0.3694423244762125,4.135707189730287,-1.026882646336201,0.4507614590782264,-0.8140554010401021,0.4446130765638896,0.781603242539905
1920,2.913558078273131,-0.9235880005591618,4.149927566592251,-1.23636948831912,0.38300070257772056,-0.7964993019159061,-0.12708869864325567,0.7842702766267383
1921,5.3119204340051605,1.360657963986281,4.164100251857835,1.147820182147325,0.28680665979247355,-0.7793288226807786,2.13998678666706,0.7572447680025296
1922,2.9533709102271226,0.5607372130600339,4.178226062290996,-1.2248551520638733,0.17241459046402513,-0.7625331278284835,1.3232703408885174,0.7037109460932646
1923,6.5931616771150425,1.314427412010937,4.1923058146556755,2.400855862459367,0.05726864295778166,-0.7461013818528011,2.060528793863738,0.639047337317488
1924,2.633767535824881,-1.7712816572309669,4.206340325715824,-1.572572789890943,-0.03366674458919483,-0.7300227492475067,-1.0412589079834602,0.5704909817066639
1925,5.770297475745631,1.6445712411523374,4.220330412235382,1.5499670635102483,-0.09630350985529307,-0.7142863945063802,2.3588576356587176,0.49129215996706643
1926,3.4147337174842223,-0.9444197917439344,4.234276890978309,-0.819543173494087,-0.13311135817185457,-0.6988814821231865,-0.24553830962074796,0.4115915420678607
1927,4.642969528913791,-0.8146817999133688,4.248180578708548,0.39478895020524263,-0.15077950685734748,-0.6837971765917055,-0.13088462332166328,0.3306387641521718
1928,4.651048651580412,0.012340310121271467,4.262042292190041,0.389006359390371,-0.16082419709549667,-0.6690226424057171,0.6813629525269885,0.24100334432381607
1929,3.005795827990546,-1.5992190742723384,4.275862848186747,-1.2700670201962008,-0.17664589432417405,-0.6545470440589866,-0.9446720302133519,0.13533138045742563
1930,3.5434313130412662,-1.1203382591286803,4.2896430634626075,-0.7462117504213412,-0.19067547983471733,-0.6403595460452939,-0.47997871308338647,0.027202998295090236
1931,4.317793638338387,-0.7331974474714753,4.303383754781572,0.01440988355681494,-0.20624010550438648,-0.6264493128584139,-0.10674813461306143,-0.07596790798120283
