time,20,22,23,24,25,32,Average
1931,-1.804320987654319,-0.2512499999999818,0.05786163522016068,-0.19056603773587996,0.6446540880503563,-3.518421052631584,-0.8436737257918745
1932,-3.704320987654319,-1.951249999999982,-1.2421383647798394,-1.89056603773588,-0.7553459119496438,-4.618421052631584,-2.360340392458541
1933,-5.104320987654319,-7.551249999999982,-6.94213836477984,-6.39056603773588,-6.3553459119496445,-9.218421052631584,-6.927007059125208
1934,-4.704320987654319,-6.751249999999982,-6.3421383647798395,-4.19056603773588,-3.355345911949644,-7.418421052631584,-5.460340392458542
1935,-1.9043209876543188,-0.7512499999999819,-0.8421383647798394,0.10943396226412005,1.8446540880503564,-2.818421052631584,-0.7270070591252079
1936,0.39567901234568126,2.1487500000000184,0.3578616352201607,0.009433962264120056,0.8446540880503562,0.4815789473684163,0.7063262742081254
1937,0.39567901234568126,1.5487500000000183,-1.1421383647798393,-3.69056603773588,-2.455345911949644,0.28157894736841627,-0.8436737257918745
1938,-2.1043209876543187,-1.0512499999999818,7.357861635220161,1.0094339622641202,0.8446540880503562,-2.918421052631584,0.5229929408747921
1939,-1.9043209876543188,-0.2512499999999818,-4.04213836477984,-5.29056603773588,-4.155345911949644,-2.618421052631584,-3.0436737257918747
1940,-2.0043209876543187,0.1487500000000182,-2.1421383647798393,-3.19056603773588,-3.5553459119496438,-3.118421052631584,-2.3103403924585413
1941,-4.604320987654319,-3.451249999999982,-6.04213836477984,-8.39056603773588,-7.3553459119496445,-5.318421052631584,-5.860340392458542
1942,-3.404320987654319,-3.451249999999982,-4.642138364779839,-6.29056603773588,-3.755345911949644,-4.318421052631584,-4.310340392458541
1943,-0.10432098765431874,1.1487500000000181,0.4578616352201607,0.5094339622641201,0.8446540880503562,1.3815789473684164,0.7063262742081254
1944,-1.304320987654319,2.6487500000000184,0.8578616352201607,3.60943396226412,1.0446540880503563,3.3815789473684164,1.7063262742081253
1945,0.4956790123456813,1.3487500000000183,1.4578616352201608,3.70943396226412,1.2446540880503563,-3.018421052631584,0.8729929408747922
1946,1.0956790123456812,1.8487500000000183,-0.04213836477983932,1.0094339622641202,-1.0553459119496438,-4.118421052631584,-0.21034039245854125
1947,-2.1043209876543187,-3.051249999999982,-8.64213836477984,-9.090566037735881,-8.155345911949643,-6.618421052631584,-6.277007059125208
1948,-0.4043209876543188,2.8487500000000185,-0.34213836477983933,0.5094339622641201,1.1446540880503562,2.4815789473684164,1.0396596075414588
1949,0.8956790123456813,1.6487500000000184,3.3578616352201607,2.8094339622641202,2.9446540880503562,2.8815789473684164,2.422992940874792
1950,3.0956790123456814,2.5487500000000183,2.657861635220161,-0.59056603773588,2.344654088050356,3.8815789473684164,2.322992940874792
1951,3.2956790123456816,1.4487500000000182,0.2578616352201607,-3.19056603773588,0.24465408805035624,2.6815789473684166,0.7896596075414588
1952,6.095679012345681,2.5487500000000183,1.8578616352201607,1.7094339622641201,2.4446540880503562,4.681578947368417,3.2229929408747924
1953,1.0956790123456812,-0.35124999999998185,-1.0421383647798395,-1.19056603773588,-2.0553459119496438,-0.5184210526315838,-0.677007059125208
1954,2.9956790123456813,4.548750000000019,3.157861635220161,-0.39056603773587995,0.5446540880503562,1.6815789473684164,2.089659607541459
1955,2.8956790123456813,4.948750000000018,3.8578616352201607,1.90943396226412,0.24465408805035624,4.181578947368417,3.0063262742081256
1956,-3.304320987654319,-1.251249999999982,-3.9421383647798396,-2.49056603773588,-3.955345911949644,-1.5184210526315838,-2.743673725791875
1957,0.2956790123456813,3.2487500000000185,-1.8421383647798395,-0.49056603773588,0.6446540880503563,1.4815789473684164,0.5563262742081254
1958,2.9956790123456813,3.2487500000000185,1.8578616352201607,-1.49056603773588,1.2446540880503563,1.5815789473684163,1.5729929408747922
1959,1.6956790123456813,-6.051249999999982,-2.0421383647798392,-4.79056603773588,-3.755345911949644,-1.1184210526315839,-2.677007059125208
1960,3.1956790123456815,-0.9512499999999818,1.1578616352201607,0.009433962264120056,-0.2553459119496438,3.7815789473684163,1.1563262742081255
1961,7.395679012345681,7.448750000000018,6.357861635220161,10.10943396226412,7.944654088050356,8.281578947368416,7.922992940874792
1962,4.495679012345682,1.5487500000000183,1.0578616352201606,3.10943396226412,2.5446540880503563,3.2815789473684163,2.672992940874792
1963,-2.804320987654319,-4.951249999999982,-3.4421383647798396,-1.39056603773588,-5.155345911949644,-0.6184210526315838,-3.0603403924585413
1964,-0.0043209876543187425,-3.651249999999982,0.7578616352201607,0.10943396226412005,-3.855345911949644,0.5815789473684163,-1.0103403924585412
1965,3.9956790123456813,6.748750000000019,6.757861635220161,1.5094339622641202,3.2446540880503565,4.481578947368416,4.456326274208126
1966,7.295679012345682,9.748750000000019,9.35786163522016,4.50943396226412,4.844654088050357,8.681578947368417,7.4063262742081255
1967,6.795679012345682,10.14875000000002,11.557861635220162,11.809433962264121,11.044654088050358,9.581578947368417,10.156326274208126
1968,3.6956790123456815,4.948750000000018,3.657861635220161,5.209433962264121,1.9446540880503562,2.7815789473684163,3.7063262742081258
1969,4.195679012345681,3.3487500000000185,0.6578616352201607,2.70943396226412,1.8446540880503564,1.2815789473684163,2.339659607541459
1970,5.695679012345682,5.248750000000019,3.157861635220161,7.709433962264121,8.444654088050356,3.6815789473684166,5.656326274208126
1971,-0.0043209876543187425,1.7487500000000182,-2.3421383647798395,4.10943396226412,0.6446540880503563,-0.41842105263158375,0.6229929408747922
1972,-1.6043209876543187,-0.9512499999999818,-3.5421383647798397,-4.19056603773588,0.8446540880503562,-3.7184210526315837,-2.1936737257918746
1973,3.5956790123456814,7.448750000000018,1.6578616352201607,5.00943396226412,6.944654088050356,2.8815789473684164,4.589659607541459
1974,5.295679012345682,7.8487500000000185,1.4578616352201608,5.00943396226412,6.444654088050356,3.7815789473684163,4.972992940874793
1975,1.5956790123456814,5.248750000000019,-1.1421383647798393,2.20943396226412,1.3446540880503564,-0.6184210526315838,1.4396596075414587
1976,-0.0043209876543187425,2.6487500000000184,-2.4421383647798396,-0.69056603773588,-2.0553459119496438,-2.918421052631584,-0.9103403924585414
1977,3.6956790123456815,6.748750000000019,5.457861635220161,3.0094339622641204,4.244654088050356,2.181578947368416,4.222992940874792
1978,1.9956790123456813,5.748750000000019,3.3578616352201607,3.0094339622641204,1.4446540880503562,5.181578947368417,3.4563262742081258
1979,4.595679012345681,8.448750000000018,3.9578616352201608,1.60943396226412,3.6446540880503564,4.181578947368417,4.4063262742081255
1980,6.195679012345682,9.448750000000018,5.357861635220161,6.00943396226412,7.344654088050357,8.481578947368417,7.13965960754146
1981,9.695679012345682,14.248750000000019,9.157861635220161,12.209433962264121,9.744654088050357,8.181578947368417,10.53965960754146
1982,6.595679012345681,12.348750000000019,6.757861635220161,9.40943396226412,7.244654088050357,6.681578947368417,8.172992940874792
1983,9.295679012345682,14.248750000000019,10.957861635220162,14.309433962264121,12.144654088050357,10.581578947368417,11.922992940874792
1984,5.395679012345681,9.548750000000018,5.657861635220161,4.60943396226412,3.7446540880503565,5.181578947368417,5.689659607541459
1985,6.095679012345681,9.048750000000018,5.857861635220161,6.209433962264121,3.7446540880503565,4.981578947368416,5.9896596075414585
1986,4.395679012345681,9.848750000000019,5.857861635220161,3.4094339622641203,3.9446540880503562,4.581578947368416,5.339659607541459
1987,4.295679012345682,9.848750000000019,3.9578616352201608,3.8094339622641202,1.0446540880503563,4.581578947368416,4.589659607541459
1988,10.495679012345683,15.748750000000019,12.657861635220161,12.60943396226412,10.844654088050357,10.981578947368417,12.222992940874793
1989,7.195679012345682,12.348750000000019,7.857861635220161,9.00943396226412,5.644654088050356,8.481578947368417,8.422992940874792
1990,8.795679012345682,14.348750000000019,12.457861635220162,13.90943396226412,11.644654088050357,11.281578947368416,12.072992940874792
1991,1.2956790123456814,5.648750000000018,1.9578616352201608,2.4094339622641203,-2.0553459119496438,1.7815789473684163,1.839659607541459
1992,5.195679012345682,9.548750000000018,6.757861635220161,7.209433962264121,3.0446540880503563,6.481578947368416,6.372992940874792
1993,5.795679012345682,10.14875000000002,5.557861635220161,6.909433962264121,2.4446540880503562,5.881578947368417,6.122992940874792
1994,8.895679012345681,13.448750000000018,10.157861635220161,10.809433962264121,7.644654088050356,10.081578947368417,10.172992940874792
1995,9.895679012345681,14.448750000000018,9.657861635220161,12.10943396226412,7.444654088050356,10.181578947368417,10.622992940874793
1996,1.3956790123456813,4.8487500000000185,-1.3421383647798395,-2.19056603773588,-7.3553459119496445,0.08157894736841627,-0.7603403924585412
1997,4.795679012345682,9.448750000000018,3.4578616352201608,5.409433962264121,1.2446540880503563,5.481578947368416,4.972992940874793
1998,11.595679012345682,16.04875000000002,11.457861635220162,14.60943396226412,11.044654088050358,13.681578947368417,13.072992940874792
1999,11.095679012345682,16.148750000000017,10.957861635220162,13.809433962264121,10.144654088050357,12.881578947368418,12.506326274208126
2000,10.495679012345683,15.348750000000019,10.757861635220161,13.209433962264121,9.844654088050357,12.581578947368417,12.03965960754146
2001,12.395679012345681,17.148750000000017,10.657861635220161,14.10943396226412,8.844654088050357,13.281578947368416,12.73965960754146
2002,10.695679012345682,15.64875000000002,9.45786163522016,12.10943396226412,7.444654088050356,12.181578947368417,11.256326274208126
2003,9.695679012345682,13.448750000000018,8.45786163522016,10.10943396226412,6.044654088050357,11.281578947368416,9.83965960754146
2004,12.895679012345681,15.748750000000019,11.657861635220161,13.10943396226412,10.944654088050356,13.181578947368417,12.922992940874792
2005,14.195679012345682,14.54875000000002,8.95786163522016,9.60943396226412,7.944654088050356,11.581578947368417,11.13965960754146
2006,11.595679012345682,14.248750000000019,9.157861635220161,9.50943396226412,8.644654088050357,11.481578947368417,10.772992940874794
2007,16.09567901234568,19.148750000000017,13.85786163522016,17.009433962264122,14.344654088050357,16.281578947368416,16.12299294087479
2008,13.395679012345681,16.24875000000002,11.35786163522016,13.209433962264121,11.944654088050356,13.481578947368417,13.272992940874794
2009,11.595679012345682,14.14875000000002,7.957861635220161,9.60943396226412,7.344654088050357,9.381578947368416,10.006326274208126
2010,11.795679012345682,15.04875000000002,6.657861635220161,8.20943396226412,5.144654088050356,8.181578947368417,9.172992940874792
2011,12.195679012345682,15.64875000000002,11.35786163522016,13.709433962264121,11.744654088050357,11.281578947368416,12.656326274208126
2012,11.495679012345683,15.64875000000002,9.85786163522016,12.10943396226412,10.444654088050356,10.681578947368417,11.706326274208125
2013,10.095679012345682,14.04875000000002,6.957861635220161,9.709433962264121,6.144654088050356,8.281578947368416,9.206326274208125
2014,13.895679012345681,17.148750000000017,10.257861635220161,14.10943396226412,11.444654088050356,12.981578947368417,13.306326274208127
2015,14.195679012345682,17.948750000000018,13.257861635220161,19.40943396226412,16.144654088050356,14.381578947368418,15.889659607541459
2016,14.495679012345683,18.148750000000017,11.35786163522016,15.90943396226412,12.444654088050356,13.681578947368417,14.339659607541458
2017,16.09567901234568,20.34875000000002,15.257861635220161,21.70943396226412,17.044654088050358,16.68157894736842,17.856326274208126
2018,11.595679012345682,14.54875000000002,8.557861635220162,12.00943396226412,6.844654088050357,9.881578947368418,10.572992940874792
2019,16.59567901234568,20.84875000000002,16.757861635220163,21.009433962264122,16.144654088050356,13.981578947368417,17.55632627420813
2020,17.295679012345683,20.64875000000002,16.65786163522016,22.009433962264122,17.444654088050356,14.581578947368417,18.106326274208126
2021,16.09567901234568,19.84875000000002,13.85786163522016,19.70943396226412,13.844654088050357,12.581578947368417,15.989659607541459
2022,17.495679012345683,20.54875000000002,16.35786163522016,18.009433962264122,16.34465408805036,14.881578947368418,17.272992940874794
2023,23.095679012345684,26.54875000000002,21.957861635220162,23.809433962264123,22.544654088050358,20.581578947368417,23.08965960754146
