time,NearestPointAverage2,EquilibriumTide,NearestPointAverageNoTide,NearestPointAverage2_dt,EquilibriumTide_dt,NearestPointAverageNoTide_dt
1943,-1.3404953266267388,-0.8582822297236445,-1.3148258843263454,-1.3643193990646048,-0.8779528695072067,-1.3261346649316925
1944,-0.9773349408830869,-0.13071982700784668,-0.41031741884062445,-0.998209180778009,-0.14713694363937074,-0.418777505727847
1945,-0.5010742102628286,0.5815954638445424,0.4413374674217393,-0.5189343195573555,0.5684916617995964,0.43576846501636723
1946,-0.393607244881467,0.7983263839556918,0.7857691933344055,-0.4083961117506778,0.7885880364288109,0.7831272125420099
1947,-1.556239067322295,-0.3827686441362381,-0.12858928987256935,-1.5679067661737967,-0.3890970487166168,-0.1282747655534596
1948,0.046257201749213994,1.1008725987900032,1.3918009742524862,0.03775341027528473,1.0979909740815117,1.395095033549031
1949,-1.0993957163282664,-0.2608805892436663,0.2071469715908565,-1.1047000472972899,-0.2602862486579381,0.2134371420981672
1950,-0.4776934910649264,-0.007905395741331755,0.46663329464316083,-0.4797699946342382,-0.003813555942100845,0.4759296989619709
1951,0.7637612807940397,0.8047078688345667,1.2619400374674385,0.7649337852867147,0.8123110902635301,1.2742463445658816
1952,2.2396569099818264,1.9152864385957935,2.431828723257362,2.244092416966236,1.9264072725676695,2.4471421484709746
1953,-0.9838060208672839,-1.691341717523758,-1.3185549629632,-0.9761007031939224,-1.6767046915988413,-1.3002436579314804
1954,-3.098864159359029,-4.064836888270792,-3.889487783346186,-3.0878894090320275,-4.046692742485759,-3.868194290426021
1955,3.502195448270656,2.3484011314549935,2.4841010039654816,3.5164320669834574,2.370035673504168,2.508354539211833
1956,-0.7291425144686707,-1.9494692621806227,-2.024973748216297,-0.7116587778704395,-1.9243686989663333,-1.9977887698386176
1957,0.7062869687094264,-0.41306174833957177,-0.678959229749386,0.7269958864601894,-0.3845271905622446,-0.6488778610678345
1958,2.538233375454429,1.626744451039134,1.2201400933496622,2.5621383513922957,1.6586733252743697,1.2530763458750311
1959,-0.09468086337798942,-0.7174716720092822,-1.2636779842363544,-0.06761613845097655,-0.6821958109243194,-1.2279348079598222
1960,2.3966582136768606,2.1699624444853023,1.6010249600946764,2.426839192162534,2.208530311308761,1.6395206463971206
1961,3.970085900645409,4.192237390380895,3.6523654149947546,4.003332451026727,4.234034630328566,3.69355274396526
1962,-1.2974294682114547,-0.6830867835623944,-1.0913326923420366,-1.2611752138300352,-0.6381304546078465,-1.0475210416939185
1963,-3.2415576698565434,-2.353485365834774,-2.647410500693443,-3.202360765603096,-2.3054478834937346,-2.601048302990759
1964,-1.4966494404568274,-0.3794539258739448,-0.4481488878316733,-1.4545821266919559,-0.32842087726985264,-0.3993163713300699
1965,0.007773472168205231,1.2430525399275902,1.3531449933670494,0.05263176885136997,1.296987916168247,1.4043611467793287
1966,2.1092434901163397,3.2887006230489613,3.5316000396979,2.156806156892136,3.345437436796641,3.585106694500012
1967,-0.3409166123960894,0.6775751233069585,0.9797152986726712,-0.2907433745858502,0.7370048329290704,1.0354128657111752
1968,1.234249924740762,1.925084827354468,2.451839834030462,1.286932748294724,1.9870912397153682,2.5096222705193183
1969,1.4299224008797071,1.7377739018004892,2.309006417297234,1.4850066386541445,1.802233172261483,2.3687612268178047
1970,0.5036421967820175,0.43233051558967706,0.945907248088349,0.561012491021153,0.4991111480090188,1.0075154805893975
1971,-0.39358956820797053,-0.888916407413195,-0.42737577364435675,-0.33405576149244387,-0.8199535606803036,-0.36403952184666555
1972,-2.5368702018654536,-3.38985716322096,-3.097369186074211,-2.475302612894371,-3.3188589013223675,-3.0324367722963106
1973,-0.25953255909329354,-1.297309541520975,-1.0867494931440334,-0.19606810432001973,-1.2244303151075822,-1.0203592283349554
1974,-2.257049437748293,-3.430977792415381,-3.511674976333877,-2.1918322198587217,-3.356379703641139,-3.443971625075252
1975,-0.5687184386413984,-1.7577844973250278,-1.940106211755885,-0.501899746553952,-1.6816372998469402,-1.871240992261941
1976,-1.0412250975723985,-2.092873340499909,-2.3921327598157225,-0.9729634064380296,-2.0153544394780307,-2.322263343933288
1977,0.36074883620210185,-0.42030290837528206,-0.916379458895066,0.43028786499991245,-0.34159736047271877,-0.8456699721035661
1978,-1.6374462550782458,-2.0509558249076543,-2.5818554381283882,-1.566802736233004,-1.9712563382905637,-2.510476459539847
1979,0.23869056682822531,0.20757283396864512,-0.35211185742240225,0.31025854187235935,0.28806589963105433,-0.280240419781443
1980,2.3762341763850685,2.7765013263853966,2.361815557973583,2.4485393875470263,2.857579959920864,2.4339959682897394
1981,2.915195569225676,3.688140011268631,3.340045134974237,2.98804361019186,3.769588550001845,3.412344577955771
1982,2.0501051935506176,3.0710044168865833,2.8148216125947396,2.1232944717749005,3.152599546639181,2.887043694599233
1983,-0.23424430446935673,1.0096602498444494,0.9506392697294732,-0.16092256776563002,1.0911710049350158,1.0225811434819094
1984,-1.330894279690896,-0.09694719449194267,0.033942520439672386,-1.2576560495189106,-0.015759431247873115,0.10539488503243627
1985,-2.1048613332284845,-0.9658072618885418,-0.6732925749712013,-2.0319297608319546,-0.8851887591784866,-0.6025454740783233
1986,-1.5164355854720668,-0.6180862058238059,-0.2036793878945824,-1.4440410083272353,-0.5382908838383337,-0.13385975887440188
1987,-0.6966430451298047,-0.12480331915133913,0.4180121757918034,-0.6250229869454439,-0.04609274958407027,0.48667567113387566
1988,0.8750057969624834,1.0988187835289676,1.6174750275121266,0.9456066262450722,1.1761753774813617,1.684747273738082
1989,0.3028776594108624,0.09276405386818531,0.5742864321480701,0.3722073636178485,0.1684897975059816,0.6399258601873009
1990,-0.30828585428773536,-0.8911365878831106,-0.6168254068395509,-0.24048635756271164,-0.8173262207626867,-0.5530668196902504
1991,-3.0890711299879925,-3.993409264777582,-3.673924715537799,-3.0230681093838196,-3.921806451880356,-3.612301445614233
1992,-1.6684393798818222,-2.762819602333524,-2.662167861172498,-1.604506290269918,-2.6937241728683734,-2.6029408384430694
1993,-1.4793109768067145,-2.655835351235986,-2.7434748553231296,-1.4177284592910258,-2.5895547859148387,-2.686911463388839
1994,0.2703711291909876,-0.8400336307095859,-1.146838695112395,0.32931524727398426,-0.776883061747423,-1.0932127712068431
1995,3.5928902183485176,2.6736964551268123,2.3256627523846145,3.648900923429817,2.733394244011959,2.3760709173952295
1996,-2.3199905355846893,-2.9864296919063715,-3.4116477338496907,-2.267215443306621,-2.930515118319322,-3.364744072232808
1997,-1.9768105013857724,-2.2559957808878304,-2.822128697103463,-1.927580407944999,-2.204202509323014,-2.7790227370117093
1998,0.9042129355462851,1.072907473733343,0.5375559278445099,0.9495814578831718,1.1202337050487416,0.5765645346471425
1999,1.017821159668335,1.5700319936302982,1.1305834247736737,1.0590043524022126,1.6125377949660409,1.1651885728905922
2000,-0.9399265094207756,-0.08587128667642929,-0.5290925894082275,-0.9032595910215584,-0.048546956553631074,-0.4992034590062139
2001,2.6804100444058356,3.7867539502275953,3.6798231097806156,2.7122225575062138,3.8185281164011102,3.7046772098059364
2002,0.590224105875981,1.7958173136126252,1.8255565006704924,0.6168368964808102,1.8216649715974644,1.845050104024732
2003,1.2183370669626221,2.395086837083676,2.669822527379864,1.2393976316426654,2.4146239911373986,2.6836237141360377
2004,0.09606336407478011,1.1380777078740287,1.539846562669501,0.11121201316826897,1.150912710751138,1.5476169592680231
2005,-0.8541421908671278,-0.08943521612487615,0.4638523871449003,-0.8452723332544884,-0.08370166317292357,0.46524716639358943
2006,-1.786768817384095,-1.4047007056979002,-0.8640421922010884,-1.7845518133791318,-1.406475552922703,-0.869374311127015
2007,1.3470933629893445,1.3516085140036385,1.9528014256893655,1.3422762650272766,1.3419106648474317,1.9403846741314432
2008,-0.07040949961975684,-0.5196693085523751,-0.07026409907199138,-0.0826491341407378,-0.5377124128976838,-0.09012967135188597
2009,-1.2117289494140575,-2.0474661566259336,-1.6958066031891033,-1.231786741318366,-2.0742844209210975,-1.7234916379135485
2010,1.1447361473636146,0.03601779357654067,0.39071192833645796,1.1164573910190385,-1.3186932278766439e-05,0.3548303358122887
2011,-1.1255088648830096,-2.4010005725889343,-2.371725178205283,-1.1624185789573265,-2.4466894770782655,-2.416186877516952
2012,-0.10300749801268871,-1.4293981796062436,-1.5414247767377756,-0.1489653493387464,-1.4851978673459922,-1.5948565854573162
2013,0.697639345161253,-0.5650749556957759,-0.8267757020173594,0.6422089908289274,-0.6314459374588965,-0.8895740763977402
2014,1.6993571639819667,0.6300924453748085,0.08778353720955678,1.6340227546563124,0.5526820073123052,0.015215687282764442
2015,-1.1596372172153355,-1.8571233409486325,-2.4017748191805257,-1.2353144197539037,-1.9460490490895754,-2.4845215081718948
2016,2.0697534524060917,1.7180919936451673,1.2544150834187633,1.9832875322024908,1.6171675501436706,1.1610737382120493
2017,0.5504508621527364,0.6168140075473367,0.20168475939978237,0.45274311359945685,0.5033997119001239,0.0973264871943588
2018,-1.920234812148168,-1.545708688173585,-1.8233471281995666,-2.0296446859682984,-1.672111604254725,-1.93915105181966
2019,1.1753356730803475,1.8293856612635224,1.6282138545954172,1.0537561908436595,1.6894877049571868,1.5005291015120898
2020,-1.3946381539021608,-0.5758385867886204,-0.6696861903506282,-1.5288619139376367,-0.7297456546144652,-0.8096934045783465
2021,0.2489553417428425,1.10841912479248,1.3677334617503867,0.10160544829381374,0.9399812226497546,1.2149557010645162
2022,-1.832199773775212,-1.087812868606239,-0.7751226508074467,-1.9931648424850852,-1.2713109793662647,-0.9411254968978262
2023,2.6600084443799297,3.1913536083587566,3.7005704327643087,2.484931972329395,2.992258263177963,3.520881508690468
