time,32,Average
2007,16.51800000000003,16.51800000000003
2008,13.71800000000003,13.71800000000003
2009,9.61800000000003,9.61800000000003
2010,8.41800000000003,8.41800000000003
2011,11.518000000000029,11.518000000000029
2012,10.91800000000003,10.91800000000003
2013,8.518000000000029,8.518000000000029
2014,13.21800000000003,13.21800000000003
2015,14.61800000000003,14.61800000000003
2016,13.91800000000003,13.91800000000003
2017,16.91800000000003,16.91800000000003
2018,10.11800000000003,10.11800000000003
2019,14.21800000000003,14.21800000000003
2020,14.81800000000003,14.81800000000003
2021,12.81800000000003,12.81800000000003
