time,nod1,nod2,u2_mean,v2_mean,trend,total,total_nodal,total_wind,rate_slr
1890,1.1026145162642258,0.0,0.8974076373990234,0.0235383086482769,-14.305049717045295,-12.281489254733769,1.1026145162642258,0.9209459460473003,
1891,1.0403855394004498,0.41141870075594267,2.0291506174676113,0.5137209678153232,-14.28106942912806,-10.286393603688733,1.4518042401563924,2.5428715852829344,0.23792129130212558
1892,0.8607227237729486,0.7763983887236096,0.3781753060281648,-0.3146041224184354,-14.25746545878487,-12.556773162678581,1.6371211124965581,0.06357118360972941,0.23234880795237167
1893,0.5839055651294195,1.053741869011644,1.9509880229802543,0.13526696374668476,-14.234599667537585,-10.510697246669583,1.6376474341410634,2.086254986726939,0.22636839568043854
1894,0.24117988566180676,1.2121439107100853,1.3879085111324934,0.09325222757824493,-14.212191779648782,-11.277707244566152,1.4533237963718921,1.4811607387107384,0.22464503249907786
1895,-0.12876904781429968,1.2337248344883462,1.4827511017027826,0.11770567350302753,-14.18967066103777,-11.484258099157913,1.1049557866740465,1.60045677520581,0.2314691807147362
1896,-0.4841831352875511,1.1160486869163082,2.664680597556947,-0.0993949658789284,-14.165897943505835,-10.968746760199059,0.6318655516287571,2.5652856316780186,0.2505146756414689
1897,-0.7849449019737986,0.872398199459342,2.1561372552915112,0.5397113736974978,-14.139567725909476,-11.356265799434924,0.08745329748554342,2.695848628989009,0.28016825365552833
1898,-0.9971057706603305,0.530275496065857,4.821708349891754,0.11601986772837768,-14.109864292774729,-9.63896634974907,-0.46683027459447346,4.937728217620132,0.3168460774295845
1899,-1.0967180178333569,0.12829778244103246,3.0144664159888763,0.0745595182398383,-14.07619851042356,-11.955592811587168,-0.9684202353923244,3.0890259342287147,0.3603926764014975
1900,-1.0725378803585401,-0.28816158296223443,2.579559780839064,0.46782478738280225,-14.03778575749443,-12.351100652593338,-1.3606994633207745,3.047384568221866,0.41245405271746804
1901,-0.9272946987139676,-0.6720946207783369,1.4326148747908767,0.1250254084248681,-13.993707699880066,-14.035456736156625,-1.5993893194923046,1.5576402832157448,0.47457457155935856
1902,-0.6773828418415676,-0.9801647709038508,2.1989106125535596,-0.1710988635835818,-13.942870843182558,-13.572606706957998,-1.6575476127454185,2.027811748969978,0.5482193181556205
1903,-0.3510111876944211,-1.1775985200904022,5.10420387256179,1.4972573831643619,-13.884063836248941,-8.811212288307612,-1.5286097077848233,6.601461255726152,0.6325014639769488
1904,0.014980962565852745,-1.2421104729817158,1.7892781417314636,0.23385755689023932,-13.816370550387168,-13.020364362181327,-1.227129510415863,2.023135698621703,0.724524270465583
1905,0.3792821320542325,-1.16641882299046,2.973497672733306,0.16469756912251488,-13.739158982155825,-11.388100431236232,-0.7871366909362274,3.1381952418558208,0.8222751308510112
1906,0.7007717138620623,-0.9590672884635417,3.581392581638115,0.3678869465403426,-13.651915524216966,-9.960931570639987,-0.25829557460147945,3.9492795281784576,0.924502710001871
1907,0.9431614722493541,-0.6434607378375966,3.5298297973408164,0.2950231230121377,-13.55425844015545,-9.42970478539074,0.2997007344117575,3.824852920352954,1.0286857807938965
1908,1.0790915884504269,-0.2552233578927889,2.340593394897538,-0.06399572131979872,-13.446178368058186,-10.345712463922808,0.8238682305576379,2.276597673577739,1.1303543715747821
1909,1.0932189086587698,0.16182243732160373,2.7173722113061407,0.46457950606371384,-13.328187565840494,-8.891194502490265,1.2550413459803735,3.1819517173698544,1.2262481607685327
1910,0.9839488072469773,0.5606024749941052,2.6827449840272175,0.6397254378278975,-13.20092873590448,-8.333907031808282,1.5445512822410825,3.322470421855115,1.3149187850165411
1911,0.7636151806264536,0.896104335331557,3.005707807577535,0.674972786770599,-13.065203808837186,-7.724803698531041,1.6597195159580105,3.680680594348134,1.3959198368629
1912,0.4570882548844378,1.1304581423315456,4.062793616925849,1.7772236976972962,-12.9217447685319,-5.494181056692771,1.5875463972159833,5.840017314623145,1.4705468673347877
1913,0.09896735134085884,1.237211137720673,2.713916075085596,1.1186219963029647,-12.771094435370228,-7.602377874920136,1.3361784890615318,3.832538071388561,1.5406669882775237
1914,-0.27032452252102346,1.2043135442064763,2.5395623249001735,2.9166907482629347,-12.613611370876395,-6.223369276027833,0.9339890216854528,5.456253073163108,1.6093882418189676
1915,-0.6091034324965471,1.0354786878072013,5.60304101717463,2.337928320735215,-12.449216787006435,-4.0818721937859355,0.42637525531065423,7.940969337909845,1.67955531710553
1916,-0.879129604594293,0.7497638550317637,6.971846971568046,2.149147053573941,-12.277700307455289,-3.2860720318758307,-0.12936574956252933,9.120994025141986,1.752817387548511
1917,-1.0499237513239823,0.37941919578506705,3.3501368596364745,1.5751433539350732,-12.098653309496733,-7.8438776514641,-0.6705045555389153,4.925280213571548,1.8306262005418272
1918,-1.1022074306761276,-0.033752522253087384,3.4166065121855573,1.6484718488560646,-11.911575067346924,-7.982456659234517,-1.135959952929215,5.065078361041622,1.9145234931205124
1919,-1.0300791062120807,-0.443114413927815,2.6604494341373197,0.16376527631783067,-11.71574861087263,-10.364727420557376,-1.4731935201398956,2.8242147104551503,2.0056090088965117
1920,-0.8416802848104264,-0.8024596294104925,2.059394702120196,1.26879028977573,-11.510453265567621,-9.826408187892614,-1.644139914220919,3.3281849918959256,2.102341417252971
1921,-0.5582765415660546,-1.0712269666299872,4.364491256203656,-0.09512910809496347,-11.295280327422036,-8.655421687509385,-1.6295035081960418,4.2693621481086925,2.2024012639532398
