time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
1890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,4.273532388055905,4.278258270101283,4.8389569514963515,4.418155163201334,4.934964660822683,4.36824875019199,4.640605594958567,5.056455242782327,5.341535497066401,5.2208022653670305,5.522953496304517,5.093386543288592,5.479644750867632,4.594276183038595,5.063709756756989,5.505447664831911,4.677200515234814,5.302128662113432,3.9215468923221763,5.272721116559271,4.589487212958199,5.203339291479763,5.409664373355216,4.73080165762199,4.445091989668111,4.817497260988999,4.272450296208898,5.2954820363250565,5.593475640558481,4.124714575102244,4.370463640197828,4.293073070695721,5.3374353449890055,3.9818351116699535,5.214227570600123,5.382012000732237,4.650856872073552,4.893129609394542,4.226171184421501,5.148949808795589,4.421785641418241,5.395854174148429,5.4893077908639665,4.209116598563414,4.105465955182233,4.675011141376766,5.290193301563386,4.983934358821003,4.698342158233437,4.5850795988484006,5.450827823195024,5.462511332026274,3.9900552800551647,5.56987990145509,5.090907408452923,4.565435946783225,5.190067035680093,6.220126526606995,5.651010544329127,4.546755733214738,4.1727076453749845,4.981342863124016,5.876972186838048,5.269577866407218,4.432603412589202,5.196004315070049,5.207232423413233,4.929019617251544,6.013126661886732,5.926841063658381,5.855143809137644,4.746503370468194,4.89879803200151,5.80376195757454,4.538267724730307,4.288763848241368,4.877752743635684,4.516981965579099,5.221243518600245,5.8155545786047025,4.964085119965063,5.011878831825358,4.782696085309848,5.203045903884362,5.51877594210878,4.727561555832915,4.893497594565188,4.641958010128091,4.406318893296488,5.701326129646809,4.798252595051933,5.1508177476095796,4.740108698314467,5.076539954095907,5.330795150367358,4.260537391822101,5.052531327888463,4.9529990658541045,4.781912162290167,5.644390285809235
1892,4.271763774963242,4.276336153101923,4.83715588235218,4.411954390829544,4.928891285044461,4.368719042290259,4.641737697346242,5.046718640365793,5.337720259842564,5.210453451878552,5.510545875749022,5.090689992212161,5.47248525075033,4.594077928859921,5.0520516276965655,5.5005149779115925,4.6720261235502125,5.299334993651694,3.925784193483448,5.267289378118791,4.591372619973706,5.201490911673101,5.408289949455964,4.729818182497514,4.446561629152415,4.814844352558385,4.275737936968245,5.288017408848322,5.583923996773059,4.124454542740752,4.370994818836431,4.291453041401061,5.329647479695332,3.9813276374422024,5.202755228334057,5.3785264152070145,4.642377091227852,4.881383583207581,4.229558316299489,5.143547151102075,4.420444473900185,5.394201135017864,5.485580107777217,4.199576372457248,4.101221228991259,4.668989373842498,5.284076679428145,4.981001091765158,4.691748711652597,4.572768114430783,5.447749914300868,5.451593446386989,3.993216715993686,5.556953288364639,5.086130125385804,4.559449995508178,5.189631744977774,6.212043083096583,5.644178130474851,4.546636755416431,4.164759570011736,4.975614858645905,5.860558883717815,5.267718265395933,4.427116894889558,5.185737091561764,5.1991743080192965,4.9227251325863985,6.011028557930693,5.918276635261899,5.844012616767271,4.739284413953033,4.8972930275529425,5.791967931701167,4.535570047967603,4.279380572026259,4.876985650931704,4.515538541359776,5.2144189198344915,5.808907663001399,4.9581484623695005,5.008374095830259,4.781898910780233,5.197567358015229,5.504143491514704,4.723020975768026,4.888486829389738,4.637742709828547,4.401711527507972,5.693162509600516,4.790581616998182,5.1444280349358085,4.738013564071677,5.076391168348415,5.331997000598552,4.265754974741496,5.04756717074315,4.954324267709618,4.774530291491752,5.634713148862502
1893,4.268536031818391,4.273269485557876,4.833554463033769,4.403053315096503,4.91844159173624,4.3687204017517445,4.643213309190113,5.030639286830709,5.33145764504888,5.193653138738883,5.490831220229282,5.0847718771699935,5.460237062466939,4.594304459659497,5.033767244338705,5.493195975244829,4.663190531849342,5.297578639810059,3.935107313895143,5.2575955136770425,4.592390536526496,5.198552540420218,5.40462729496932,4.729683988900328,4.4482450205381685,4.809511761210921,4.281632987308575,5.276146168278499,5.564191574971309,4.125556079091872,4.37422237661635,4.287201319113816,5.317303337619839,3.9792092193894746,5.181931745863579,5.371239762384112,4.631812772171902,4.861519764091646,4.236855581073238,5.134371393892652,4.416802548970322,5.391124572668682,5.478383981180297,4.184244436080959,4.0946401984675695,4.659268185042258,5.275010100325117,4.976944830552608,4.683467328570323,4.551086309138306,5.444243344605919,5.431627838991906,4.00083798956004,5.536708447996936,5.077128461739173,4.550348610704749,5.189444823152707,6.197550257189164,5.629928321888054,4.54777261528676,4.153159007017084,4.96616486212643,5.833530735154238,5.2638925166671235,4.416530659506819,5.169881806729455,5.1851561849250505,4.911759446994628,6.004389252879987,5.902433836703853,5.825116867039828,4.727883350105655,4.897771750039679,5.769770805565928,4.531792429771837,4.2639110265438696,4.87645662241472,4.515022446154768,5.203787205722419,5.796962854841592,4.949101230072452,5.004542938128633,4.781238699426238,5.18753299192551,5.479860887055423,4.71726233365545,4.881006993152681,4.632841853222454,4.394487569976855,5.678439707911052,4.778467901488419,5.134797312303343,4.735801917354863,5.0745475692787245,5.333817614081378,4.273330274705849,5.037479187097569,4.956539343104511,4.761697333777493,5.6174032841325605
1894,4.264760912162231,4.269847255777508,4.827803841244505,4.393280192445399,4.905622524112241,4.3678501105663425,4.6454789209695235,5.009596525475555,5.323582946745331,5.171723056852731,5.46559191010755,5.075173453774706,5.443926803313159,4.595634637488208,5.011529300449364,5.485095540930631,4.651597332305064,5.298586781298784,3.951870575481573,5.24376022338406,4.591741374499421,5.194658256593927,5.3966433479159726,4.732191926727944,4.4496223604841045,4.80127691855059,4.289794910546227,5.261217063724306,5.533032598297236,4.129745405663936,4.382752929438034,4.279291702425763,5.301618719331422,3.9756878452095368,5.15165110171977,5.360029814624596,4.622976874983857,4.8346481809529696,4.249401142144995,5.121158488554993,4.410272549881968,5.386527332662752,5.466492493278912,4.16474170270555,4.0860458145388545,4.647097961104194,5.2652978571414,4.972438123465235,4.676033921765486,4.520082893897408,5.442055881510104,5.402149843668722,4.015201452089681,5.511327656141658,5.063637349183789,4.539344886223224,5.190348834735374,6.175716206602804,5.606720643307446,4.551975859696942,4.141445144529063,4.953997933251877,5.7974861895270635,5.257306377840649,4.401628662129573,5.151061534257799,5.165172750739231,4.896565473096102,5.991323468203582,5.878870685889099,5.79838698524509,4.713414710206436,4.90283832102091,5.737148275670405,4.5289702034152235,4.243705146274088,4.876861657025131,4.516919128792187,5.190067258471336,5.779719876856015,4.938518093645179,5.002988030258564,4.780355674582015,5.172716093105318,5.446767242276707,4.713303038110768,4.87259437116653,4.629432675635297,4.385783988459062,5.657297352317956,4.763752493343141,5.123268712075539,4.7344330042594684,5.069745388706055,5.335248824260743,4.283390838131256,5.021395059451601,4.959725760218765,4.744142202790824,5.591651284989112
1895,4.262840462787318,4.2667321353211385,4.8197819969071265,4.385788888196487,4.892170325764624,4.365583185667141,4.649827207926647,4.987782385947002,5.313687312129378,5.145534618918655,5.435224690699654,5.064094667068986,5.4222512296082925,4.599235619408022,4.986321216512719,5.476188381141895,4.639529804067317,5.300667816332831,3.975748188478354,5.226585899097049,4.590307311511301,5.188664060529824,5.383529329323773,4.737238345277888,4.449827907867094,4.792928565304928,4.299173983682314,5.244398083983626,5.49207847902383,4.136906657386543,4.395688700181815,4.267547999963455,5.283578440919863,3.972335286964679,5.113377511619479,5.344970345690463,4.616509803143769,4.802483277000942,4.265757188172197,5.104954412978744,4.4014919380687445,5.379526425606329,5.449193745911476,4.145275297964082,4.074913553911941,4.634881497586569,5.2555430804577075,4.966973410733306,4.669168833718471,4.483900835042878,5.440028682556086,5.365194123722876,4.036518639054814,5.483088525238449,5.047198315942891,4.52835413149189,5.192969960361236,6.148674917466579,5.574229537210416,4.559971168332355,4.1325257513861935,4.939842671633903,5.755982666376571,5.249148327543729,4.385960965650879,5.13198737407353,5.141519784141737,4.87818827443383,5.9731623195106565,5.847781560135941,5.763559002414151,4.696242719747827,4.911428509369822,5.69614903115327,4.528850712022319,4.22017937954501,4.878113181958614,4.519997590551084,5.172758112456544,5.758119752605824,4.927346419503769,5.002212201545992,4.7778050380034465,5.154598938511095,5.40826262771918,4.712436697368192,4.864205603296856,4.627294963126518,4.377128668533228,5.631270684621716,4.748224211125525,5.109895568717908,4.734305170936999,5.061908711920831,5.3355141316282495,4.29639821151242,5.000946932104062,4.961474005443183,4.72458799719452,5.557596386425292
1896,4.26523518923581,4.264339336129694,4.809471981937463,4.38362456336999,4.879403468193608,4.361499299623333,4.657493977166158,4.969929191120874,5.3009786824418725,5.115622794727086,5.399839614156567,5.0541126084320265,5.393024802610054,4.606090873374455,4.95844964654137,5.465751524294449,4.629430752272583,5.300914590884647,4.005166170957564,5.2068626122158435,4.5892541414814225,5.178914342017071,5.364818851314652,4.743908709264648,4.447776922013045,4.787796402478497,4.3083831424099195,5.226555394180732,5.443728372414034,4.145967243092699,4.411095681110853,4.252025754469759,5.26358994180824,3.971034888805862,5.068966367066494,5.325988225233669,4.611934825875643,4.766732115825869,4.28347423700707,5.087261529167444,4.391454175889065,5.368925889575307,5.426036553205034,4.13044660822572,4.06052256651428,4.625055010146184,5.245541292077016,4.959669090991348,4.661595636267135,4.447757330884627,5.435811633473486,5.323265055801842,4.064099480502827,5.453897580799758,5.029786482864651,4.519177361176014,5.197817811266852,6.119201174707447,5.532388105658397,4.571789056650815,4.128772703925323,4.924321158284135,5.712725208903073,5.2409276679997685,4.373594572697037,5.1148767018946195,5.117111476224041,4.8575375733550885,5.95190586250312,5.809516267766446,5.720176936375223,4.676701952828779,4.92116117899303,5.649319477914716,4.53272515855768,4.1946342304410855,4.879555805044893,4.522280798842084,5.150975337974719,5.733374605279993,4.9163001041438825,4.999225877538391,4.771875003194435,5.134964172922913,5.368284716813019,4.715221774485947,4.856455496119203,4.625504751877703,4.369883797804848,5.6019218861765285,4.73364326436009,5.094200197726826,4.735478553367942,5.051326997784065,5.333861695648494,4.312599273638531,4.978609482367169,4.958635158623954,4.705970214884614,5.515618206944843
1897,4.270172884055672,4.261181219955912,4.797148232354278,4.384449615996813,4.865419206772197,4.356529192634193,4.666577348755103,4.956469685561169,5.2849719829584085,5.080705424810024,5.360831801085242,5.04309621299984,5.353403477021503,4.613997825096545,4.926915750557628,5.451690877471007,4.620690299950478,5.29605621506561,4.0355262680328075,5.183197112782008,4.587283252225154,5.163276485412016,5.339778498855141,4.7497197681192915,4.441731254751797,4.784749793695635,4.31543486435479,5.206210653901149,5.388496231985425,4.152920117446408,4.4281973449567325,4.232441523215309,5.237597343265223,3.9721240344521913,5.018857264056473,5.301225297729539,4.607934906482303,4.726926152927886,4.299618328480577,5.069536096898055,4.3806097008716804,5.353298058537312,5.397533427025065,4.119951106791291,4.042968520919823,4.6165365598085994,5.232822513427431,4.949878564995034,4.651475274684227,4.413544763963815,5.425349915772131,5.2754136300115295,4.095318330001483,5.421684039306074,5.011648749889774,4.510223996928238,5.2048504071842405,6.086471478111628,5.480057695638827,4.584433414501925,4.12902041108504,4.907724790878412,5.666339752046383,5.2310950754147445,4.364401387804904,5.09684709248182,5.093124855283335,4.8324629086427695,5.92599513277932,5.7639321156677426,5.666780990380147,4.656833442634385,4.928957633861719,5.5971548254500725,4.538386839770938,4.166837713323712,4.87795039876719,4.523311295533299,5.124097607078184,5.706137084567722,4.905601155649846,4.9901702155937055,4.761976118157305,5.113034511311758,5.327350421271779,4.7204339338810986,4.848427494184966,4.623867303635025,4.362545504381075,5.566808559198666,4.721192828221996,5.074775941946292,4.736610938521482,5.0381177366761865,5.329320878196864,4.329407287842377,4.956617271395851,4.949335173399962,4.686814990641004,5.465475214200577
1898,4.274429530034878,4.2552590830412385,4.78331582065552,4.383902631123915,4.847361689106142,4.35222491222075,4.674063702123261,4.946316919278351,5.265537645286678,5.03902443545889,5.320216927941637,5.0271484423038615,5.300734186624654,4.619706555913998,4.890500324829183,5.431491756236806,4.611599790374372,5.282911029060298,4.061434502495498,5.153529938430665,4.582272899767927,5.139822680780988,5.307763120796132,4.751782275534708,4.429935843221298,4.78089575267961,4.318328354356096,5.181153558688187,5.326376737013625,4.152981285465067,4.4468079038402575,4.208648257424921,5.200103514951149,3.9753377768610854,4.963342048978365,5.268473648728884,4.603161145225734,4.681911262995158,4.311316475374927,5.053318741279025,4.369418040276445,5.331325937964904,5.364669254988463,4.111662628046844,4.0229186673968265,4.607120484580349,5.214030366785964,4.93724108023434,4.636907197749309,4.381926646398515,5.404267039148474,5.219485065869067,4.126898789517108,5.382988305244654,4.9925275115144085,4.498828506471888,5.213724071870205,6.048335715131925,5.415968586034241,4.593806916748404,4.130785794310272,4.8903525428968475,5.613727473418795,5.216937077197628,4.35670741370342,5.073215900890711,5.070007422832203,4.8000548155460265,5.892597561233375,5.710959334907448,5.601816500707786,4.639442816130037,4.931648340937755,5.539391587422369,4.542395071685599,4.136217266656708,4.869438688825838,4.523345396918952,5.091777124148731,5.676895734376393,4.895303710942507,4.971186439920787,4.7480575770882805,5.087200784299037,5.284733831558253,4.726295588239653,4.83894288673314,4.6226430504763005,4.3527340763652855,5.522189256608145,4.711931484323886,5.049968946582544,4.735868365638263,5.022489778311536,5.320910341530505,4.343234421374014,4.937149904584874,4.932588070941826,4.664093959861333,5.406873928655527
1899,4.279152428538504,4.248445303987829,4.769536532818313,4.381274186799926,4.827649176353672,4.350291350149229,4.680088911150149,4.941195429595959,5.245287926327196,4.992580980462886,5.280220913231277,5.005657518668478,5.238926141351721,4.624198233851731,4.852058303492646,5.405373332718426,4.602695530836183,5.26260727360186,4.084966029227033,5.119207777010413,4.5750258940494515,5.112145558551697,5.270695050641709,4.751205039973874,4.414330328549334,4.775021138998969,4.318681369636224,5.1526399260215605,5.2600479509981835,4.148329820108021,4.468313168928093,4.183695682131967,5.152316940581798,3.9807159144334126,4.907359847940178,5.230815991164288,4.60043637246641,4.633220917016514,4.320077955008053,5.040547666802144,4.360700174818817,5.30469613515125,5.328935991214383,4.106106550202897,4.003522809457216,4.59894674191534,5.187720256069861,4.923785146791504,4.618829672083589,4.354359428110746,5.374533043127956,5.156405463104745,4.158629732447983,5.338393731756774,4.9744261039199955,4.486884622985583,5.223333134456638,6.004998732169771,5.342906633727438,4.599123623287014,4.133933947991988,4.873954545831012,5.5568428649685675,5.197772990933878,4.351168594572661,5.044386452202945,5.047564942107874,4.7641973120597125,5.852011785187203,5.653660265193965,5.528032897213908,4.626866875552684,4.929829395122773,5.476591070614951,4.5449227335011955,4.1056063093258155,4.856859787118131,4.52373963266588,5.055778408553611,5.646571244568852,4.885760983778944,4.944363594974366,4.731135574675616,5.058855083941705,5.241487696921272,4.733751626913163,4.831432754486951,4.6238439308600565,4.342361140917896,5.469665949253901,4.707593836077537,5.020385989639911,4.733130708515505,5.006384594124178,5.30902856936847,4.353810999742533,4.921749201451862,4.91226479994447,4.638681096420978,5.3419222976364455
