time,nod1,nod2,trend,total,total_nodal,rate_slr
1890,1.1620661138814974,0.0,-14.97759695657408,-13.815530842692583,1.1620661138814974,
1891,1.096481828305503,0.33351382452663486,-14.665337622855045,-13.235341970022906,1.4299956528321378,3.1223497153300794
1892,0.9071318180474963,0.6293821732063982,-14.353127013508065,-12.81661302225417,1.5365139912538945,3.120776324688803
1893,0.615389023938011,0.85420881489389,-14.041182357917284,-12.571584519085384,1.469597838831901,3.11521888843469
1894,0.25418400387741463,0.9826163730399,-13.730083235821127,-12.493282858903813,1.2368003769173146,3.1035725854832474
1895,-0.13571211404759462,1.0001108048994163,-13.420467840820635,-12.556069149968813,0.8643986908518216,3.087364940145605
1896,-0.5102896852264297,0.9047174210785079,-13.112610247792006,-12.718182511939927,0.39442773585207824,3.0691387304727247
1897,-0.8272681507389111,0.7072037792089413,-12.80664009472609,-12.92670446625606,-0.12006437152996985,3.0495845807586086
1898,-1.0508684684887635,0.4298642925582375,-12.502693331640284,-13.12369750757081,-0.621004175930526,3.0287716018783595
1899,-1.1558516836196104,0.10400374125331205,-12.200885774350418,-13.252733716716715,-1.0518479423662983,3.0080887051205973
1900,-1.1303677833316996,-0.2335962644352301,-11.901075590616164,-13.265039638383094,-1.3639640477669297,2.9894535429044744
1901,-0.9772932707329133,-0.5448290197011024,-11.602995065769523,-13.125117356203539,-1.5221222904340157,2.9710365707854525
1902,-0.7139064786629411,-0.7945640312649165,-11.306868276459074,-12.815338786386931,-1.5084705099278577,2.948466290685765
1903,-0.36993727254288916,-0.9546123826423618,-11.01330180763237,-12.337851462817621,-1.324549655185251,2.919238842035732
1904,0.01578871735707577,-1.0069085667898767,-10.723020508051928,-11.714140357484728,-0.991119849432801,2.882308907872755
1905,0.3997325509138602,-0.9455496357861781,-10.43684002605782,-10.982657110930138,-0.545817084872318,2.8389301482194806
1906,0.738556449451476,-0.7774614979001898,-10.155234478408032,-10.194139526856745,-0.038905048448713786,2.792807327192719
1907,0.994015560880675,-0.5216171535582473,-9.878278560619275,-9.405880153296847,0.47239840732242766,2.7460473544220942
1908,1.1372748591787107,-0.20689511206698502,-9.606025007523613,-8.675645260411887,0.9303797471117257,2.6987639821127463
1909,1.1521639068485081,0.1311802790349222,-9.338525764196726,-8.055181578313295,1.2833441858834302,2.6514844067320986
1910,1.0370020980404242,0.4544486556659775,-9.075728126177193,-7.584277372470791,1.4914507537064017,2.6056552134738986
1911,0.8047883574560656,0.7264210000716862,-8.817394721501946,-7.2861853639741945,1.531209357527752,2.5625252924049935
1912,0.48173388271186834,0.9163983499620316,-8.563223067696194,-7.165090835022294,1.3981322326739,2.5229288492833213
1913,0.10430354732084529,1.0029369533519208,-8.312808951645282,-7.205568450972516,1.1072405006727661,2.488025685864983
1914,-0.28490008315616905,0.9762687386828193,-8.065617930523198,-7.374249274996547,0.6913686555266503,2.460070687864766
1915,-0.6419455288429423,0.8394038889137996,-7.820794814072329,-7.623336454001471,0.19745836007085726,2.440954772000765
1916,-0.9265311748936326,0.607791066191259,-7.577426976123045,-7.896167084825418,-0.31874010870237357,2.4310144612576057
1917,-1.1065343287032952,0.3075736393425718,-7.334591921820808,-8.133552611181532,-0.7989606893607233,2.430519239671831
1918,-1.1616370787469146,-0.027361256946667675,-7.091323128188678,-8.280321463882261,-1.1889983356935823,2.4406108080374
1919,-1.0856196851117368,-0.3592077429159235,-6.846469760213328,-8.291297188240987,-1.4448274280276603,2.461799841217589
1920,-0.8870626345589843,-0.650508544072431,-6.598963159945161,-8.136534338576576,-1.5375711786314152,2.4899584108792627
1921,-0.5883781154332296,-0.8683829926067655,-6.348478078037475,-7.80523918607747,-1.4567611080399951,2.5199148554726403
1922,-0.22328023498787195,-0.9882384429169317,-6.0949801888506325,-7.306498866755437,-1.2115186779048037,2.5490489965108143
1923,0.16702047087334143,-0.9965461740685824,-5.838668278735312,-6.668193981930553,-0.829525703195241,2.575726679142649
1924,0.5384686895516951,-0.8923684483446809,-5.579834853022103,-5.933734611815089,-0.35389975879298574,2.599844319772764
1925,0.8491370887560389,-0.6874643586796442,-5.31869941478076,-5.157026684704364,0.1616727300763947,2.621986267575789
1926,1.0639588770715578,-0.40496251741617945,-5.055437599506945,-4.396441239851566,0.6589963596553783,2.6426173225165828
1927,1.1586859788603325,-0.07675040705092477,-4.790175950277443,-3.7082403784680356,1.0819355718094077,2.662111895184509
1928,1.1226260432805497,0.2601249291910187,-4.523015220470043,-3.140264247998475,1.3827509724715683,2.6800154872690207
1929,0.9598493466868269,0.5676385837907441,-4.254172852823639,-2.726684922346068,1.5274879304775708,2.6952196789452554
1930,0.6887293589308237,0.8110798581040569,-3.983971284680992,-2.4841620676461114,1.4998092170348807,2.7062697987039863
1931,0.33986883228273457,0.9629702431806861,-3.7129188930828416,-2.4100798176194207,1.3028390754634207,2.7113031147922673
1932,-0.047354493673492336,1.006165064940361,-3.4417106617225386,-2.48290009045567,0.9588105712668687,2.709383296791543
1933,-0.4292326665454141,0.9357886945494884,-3.171042233724533,-2.6644862057204586,0.5065560280040744,2.700543961094557
1934,-0.762661069744194,0.7597848865300916,-2.901601869503627,-2.90447805271773,-0.0028761832141024346,2.6841115671749893
1935,-1.0100038693817037,0.4980201250171356,-2.634219920289535,-3.146203664654103,-0.5119837443645681,2.658278893110644
1936,-1.1433421706329099,0.18004118823214244,-2.3699460908814984,-3.3332470732822657,-0.9633009824007674,2.6229294716625917
1937,-1.1476253716034575,-0.15825995322504252,-2.1096340259570168,-3.415519350785517,-1.3058853248285,2.5811121592490505
1938,-1.0223700046622433,-0.47869745363191435,-1.8537236590316883,-3.354791117325846,-1.5010674582941577,2.535884494441203
1939,-0.7817143079994503,-0.7451018312612326,-1.6024571270687762,-3.1292732663294593,-1.526816139260683,2.4900443526859295
1940,-0.4528223676285739,-0.9274026097908251,-1.3557147884945024,-2.7359397659139013,-1.380224977419399,2.4456889011384852
1941,-0.07281796279635339,-1.0050225325964957,-1.1133193468410791,-2.1911598422339282,-1.077840495392849,2.40317542490287
1942,0.3154057920539978,-0.969200226942453,-0.8750797035139285,-1.5288741384023838,-0.6537944348884552,2.3623578797022726
1943,0.668028020809933,-0.823979146632127,-0.6408477709006246,-0.7967988967228187,-0.15595112582219406,2.3221516063464835
1944,0.9452463806014338,-0.5857511659125251,-0.41064938224463177,-0.051154167555722996,0.35949521468890877,2.2815069622055018
1945,1.1157697635331922,-0.2814063416109957,-0.18454637845952426,0.6498170434626722,0.8343634219221965,2.240375845494844
1946,1.1603502901429499,0.054702310325885545,0.03742578685433706,1.2524783873231724,1.2150526004688353,2.198794970554019
1947,1.0739559197346145,0.38463642210670923,0.2552126156512795,1.713804957492603,1.4585923418413236,2.1558354056287765
1948,0.86633844352442,0.6711545790652826,0.46859286798009236,2.006085890569795,1.5374930225897026,2.110158692333597
1949,0.5609327481985598,0.8819159558316677,0.6772443541179989,2.1200930581482265,1.4428487040302276,2.0597741786027246
1950,0.19221159584779396,0.9931307969743692,0.8805477037006373,2.0658900965228004,1.1853423928221631,2.002584921142352
1951,-0.19820549968987533,0.9922456929848201,1.0777613383464693,1.871801531641414,0.7940401932949448,1.9389850593354319
1952,-0.5662500882950879,0.8793605502489338,1.2683447155677237,1.5814551775215695,0.31311046195384584,1.8706877502570385
1953,-0.8703790234713727,0.6672173140829654,1.451898888397877,1.2487371790094697,-0.20316170938840739,1.7999345598216343
1954,-1.076263657823781,0.379761717724509,1.6283316275320505,0.9318296874327785,-0.696501940099272,1.7294083209778721
1955,-1.160664699725481,0.049440400304997585,1.7977805525934514,0.6865562531729679,-1.1112242994204835,1.6609032783910394
1956,-1.11405535553045,-0.28646151755344057,1.9605122832102584,0.5599954101263678,-1.4005168730838906,1.5956083380240305
1957,-0.9416966693456987,-0.5900290032322765,2.1169022201982575,0.5851765476202822,-1.5317256725779753,1.5336808967229132
1958,-0.6630436810544308,-0.826996783121826,2.267248462554841,0.7772079983785842,-1.4900404641762568,1.4742969362914815
1959,-0.30954943268651774,-0.9706170459522506,2.4117616074565538,1.1315951288177855,-1.2801664786387683,1.4175782069620713
1960,0.07888530340526313,-1.0046786102435112,2.5507641039472553,1.624970797109007,-0.9257933068382481,1.3648985806938407
1961,0.45841583653564977,-0.9253367664167678,2.684741323595322,2.217820393714204,-0.466920929881118,1.3185560438123112
1962,0.7862025406759792,-0.7415472495743509,2.8144753127097175,2.8591306038113458,0.04465529110162825,1.2824353696077395
1963,1.0252463904600482,-0.4740553581368572,2.94122839751687,3.492419429840061,0.551191032323191,1.2582669165729765
1964,1.1485652375881228,-0.15305432188309795,3.066128696024313,4.061639611729338,0.9955109157050248,1.2434856901265956
1965,1.1422394291414255,0.18522276817708522,3.189925535542189,4.5173877328606995,1.3274621973185108,1.2356676471924644
1966,1.0069829927001646,0.5025927811300516,3.3132622254628057,4.8228379992930215,1.5095757738302162,1.2335174062644239
1967,0.7580630402601028,0.7632324788413711,3.4366290167950737,4.957924535896548,1.521295519101474,1.2365197049224408
1968,0.42357648825547484,0.9377220750132682,3.560566166447294,4.921864729716037,1.361298563268743,1.2461622495858138
1969,0.04127860944735455,1.0063660026402594,3.6858614667122365,4.73350607879985,1.047644612087614,1.2639528011323664
1970,-0.34567860513836685,0.9614160572118287,3.813356726673767,4.429094178747229,0.6157374520734618,1.290222029886603
1971,-0.693617240512307,0.8079459776872118,3.943905872689557,4.058234609864462,0.11432873717490477,1.3246492641806462
1972,-0.9632636158525275,0.5632787466449017,4.078286579509896,3.6783017103022706,-0.39998486920762577,1.3647361530251967
1973,-1.1241813133449423,0.25503125327920967,4.216853103294596,3.3477030432288637,-0.8691500600657327,1.407648916175317
1974,-1.1582066982350285,-0.0820029714885329,4.35981636274496,3.1196066930213986,-1.2402096697235614,1.4525745753541575
1975,-1.0614991447050177,-0.4097810855480469,4.507368018365428,3.036087788112363,-1.4712802302530645,1.499332584556945
1976,-0.8449745476980698,-0.6913050331411515,4.659682879656349,3.123403298817127,-1.5362795808392213,1.5474480820289171
1977,-0.5330731879085391,-0.8947977118209718,4.816857634771211,3.3889867350417004,-1.4278708997295109,1.5962645036374479
1978,-0.16100102755772103,-0.9972898226952368,4.978935780383838,3.8206449301308805,-1.1582908502529579,1.644785217199769
1979,0.22924417345446113,-0.9872125371257694,5.145814678211165,4.387846314539857,-0.7579683636713083,1.6918456143289395
1980,0.5936133676562286,-0.8657033318305001,5.317304903249626,5.045214939075355,-0.27208996417427145,1.7375760354420322
1981,0.8909782698284227,-0.646477595847974,5.493329885299572,5.73783055928002,0.2445006739804486,1.7830560468251022
1982,1.0877737248884338,-0.35428050176783255,5.673916112614647,6.407409335735248,0.7334932231206013,1.8301419271933206
1983,1.1617863851264614,-0.022093886739805606,5.859358270738236,6.999050769124891,1.1396924983866559,1.8814775391914518
1984,1.1046620486820322,0.3125865825709059,6.050211620452937,7.467460251705875,1.4172486312529382,1.9384770878806012
1985,0.9228486426566391,0.6119837449274502,6.247053688314356,7.781886075898445,1.5348323875840895,2.001297124040322
1986,0.6368684113526911,0.8423030532518767,6.4504710452610015,7.92964250986557,1.4791714646045677,2.0687372747508714
1987,0.27900146161588113,0.9775471445536058,6.66080114326453,7.917349749434017,1.256548606169487,2.137695902502297
1988,-0.11035786418482924,1.0024503002983083,6.878010225761461,7.77010266187494,0.892092436113479,2.2062377821107226
1989,-0.4872605120155144,0.9142015690975981,7.102048699686675,7.528989756768758,0.4269410570820837,2.2744153560276725
1990,-0.8091634792115094,0.7227620537143112,7.332893296966995,7.2464918714697975,-0.0864014254971982,2.3423914679072944
1991,-1.039731869029612,0.4497405485146911,7.570526993268134,6.980535672753213,-0.589991320514921,2.410235788331887
1992,-1.1529402033287837,0.12595444013708065,7.814940454633373,6.787954691441669,-1.026985763191703,2.477305197291688
1993,-1.1360100564453424,-0.2120488145333907,8.065988032726471,6.717929161747739,-1.3480588709787331,2.5409418840432796
1994,-0.9908524239324342,-0.5261169938371888,8.323128831442029,6.806159413672406,-1.516969417769623,2.5992523465049544
1995,-0.7338520183473621,-0.7807995551317786,8.585838502027462,7.071186928548322,-1.5146515734791408,2.653904733787096
1996,-0.3940178397662708,-0.9473491257304644,8.853909778199448,7.512542812702712,-1.3413669654967353,2.7064052325603782
1997,-0.009708775950030783,-1.0069663714641792,9.127119548539538,8.110444401125328,-1.01667514741421,2.754646027047496
1998,0.37569616894714597,-0.9529219773262336,9.404838983608947,8.827613175229859,-0.5772258083790877,2.796127628056677
1999,0.7186942928559098,-0.7913162209799792,9.686345074150873,9.613723146026803,-0.07262192812406942,2.8310484485679854
2000,0.98056957671032,-0.5403904020353532,9.971048673322544,10.41122784799751,0.4401791746749668,2.860437865628489
2001,1.131762767045455,-0.22846784972720613,10.258432647276571,11.16172756459482,0.903294917318249,2.885534222943269
2002,1.1552078858526165,0.10924308161111006,10.548155517911198,11.812606485374925,1.2644509674637265,2.9075475106606152
2003,1.0482585581126092,0.4346231664063607,10.839942149408694,12.322823873927664,1.4828817245189698,2.926135249416175
2004,0.8229867221925757,0.7109450271934643,11.133382567794433,12.667314317180473,1.53393174938604,2.940241126395806
2005,0.5048200060780793,0.9070187486788449,11.427990374687855,12.83982912944478,1.4118387547569242,2.9495008750381047
2006,0.1296715760187379,1.0007124490526151,11.723282742802054,12.853666767873406,1.130384025071353,2.9539952568079553
2007,-0.26011357319300343,0.9814504229765357,12.018789426049446,12.740126275832978,0.7213368497835323,2.9546362483178434
2008,-0.6205383225743064,0.8514068775871113,12.314209992465623,12.545078547478427,0.2308685550128049,2.953020189937652
2009,-0.910919617332146,0.6252605181942267,12.609393464036977,12.323734364899057,-0.2856590991379193,2.9502571001964295
2010,-1.0984805792255523,0.3285376848902785,12.904261412504908,12.134318518169636,-0.7699428943352737,2.9470689429662578
2011,-1.1620502068101455,-0.005268940963733221,13.198807252630228,12.031488104856349,-1.1673191477738787,2.943791804948841
