time,20,Average
1995,10.149374999999964,10.149374999999964
1996,1.6493749999999636,1.6493749999999636
1997,5.049374999999964,5.049374999999964
1998,11.849374999999965,11.849374999999965
1999,11.349374999999965,11.349374999999965
2000,10.749374999999965,10.749374999999965
2001,12.649374999999964,12.649374999999964
2002,10.949374999999964,10.949374999999964
2003,9.949374999999964,9.949374999999964
2004,13.149374999999964,13.149374999999964
2005,14.449374999999964,14.449374999999964
2006,11.849374999999965,11.849374999999965
2007,16.349374999999963,16.349374999999963
2008,13.649374999999964,13.649374999999964
2009,11.849374999999965,11.849374999999965
2010,12.049374999999964,12.049374999999964
2011,12.449374999999964,12.449374999999964
2012,11.749374999999965,11.749374999999965
2013,10.349374999999965,10.349374999999965
2014,14.149374999999964,14.149374999999964
2015,14.449374999999964,14.449374999999964
