time,nod1,nod2,u2_mean,trend,total,total_nodal,total_wind,rate_slr
1890,1.10502848475735,0.0,1.203049891552334,-10.865204911498914,-8.55712653518923,1.10502848475735,1.203049891552334,
1891,1.0426632691743363,0.19117268482772354,2.9306312409228945,-10.69925755561061,-6.534790360685655,1.2338359540020598,2.9306312409228945,1.6587806233291502
1892,0.8626071153765922,0.360766693870483,0.7325359738396862,-10.533448786833084,-8.577539003746322,1.2233738092470752,0.7325359738396862,1.6566219719107966
1893,0.5851839172791425,0.48963905103049604,4.037404047717886,-10.36793316122845,-5.255706145200925,1.0748229683096386,4.037404047717886,1.6535757458593903
1894,0.24170790396428243,0.5632432492306348,1.5740606617698703,-10.202733637661206,-7.8237218226964185,0.8049511531949173,1.5740606617698703,1.650630379844591
1895,-0.12905096358787982,0.5732711918889828,2.315971505552349,-10.037807085259532,-7.27761535140608,0.44422022830110297,2.315971505552349,1.6489077286500997
1896,-0.48524316380726096,0.5185909718839252,3.811946967186738,-9.872952091931186,-6.027657316667783,0.033347808076664265,3.811946967186738,1.6494697608138242
1897,-0.7866633921934114,0.4053746359197439,3.0612483929014904,-9.707913133096767,-7.027953496468944,-0.38128875627366754,3.0612483929014904,1.6522110849118121
1898,-0.9992887474660789,0.24640151285052775,7.861283581619109,-9.542509874948824,-2.434113527945266,-0.7528872346155511,7.861283581619109,1.65660974010434
1899,-1.0991190770447494,0.059615742992793624,4.903243712544594,-9.376591185075899,-5.512850806583261,-1.0395033340519557,4.903243712544594,1.6629766137046431
1900,-1.0748860016762602,-0.13389917224928535,3.447141087212817,-9.209914552207895,-6.971558638920623,-1.2087851739255455,3.447141087212817,1.6719582413104384
1901,-0.9293248372197808,-0.3123001771100447,2.1002111579034892,-9.042199536813811,-8.183613393240147,-1.2416250143298255,2.1002111579034892,1.6823636760363758
1902,-0.6788658450252447,-0.45545020312140766,2.2432345800772358,-8.87344181700062,-7.7645232850700365,-1.1343160481466523,2.2432345800772358,1.6917521452921491
1903,-0.351779661114034,-0.5471911469293714,6.780961805269141,-8.703849107755381,-2.8218581105296465,-0.8989708080434055,6.780961805269141,1.6989740562531175
1904,0.015013760584650072,-0.5771677211955667,2.800717290246246,-8.533647005749996,-6.2950836761146665,-0.5621539606109166,2.800717290246246,1.7038952764452286
1905,0.38011249942494874,-0.541996310850628,3.8350522811052885,-8.363070052466336,-4.689901582786726,-0.1618838114256793,3.8350522811052885,1.7069000789091948
1906,0.7023059226115236,-0.4456468996891405,5.046439955377294,-8.192266989968157,-2.88916801166848,0.2566590229223831,5.046439955377294,1.7088954958492408
1907,0.9452263480915953,-0.2989949572239139,5.0655160254300124,-8.021290953296488,-2.3095435369987936,0.6462313908676814,5.0655160254300124,1.7093941381635602
1908,1.0814540578876515,-0.11859386670917306,3.248720602826586,-7.850388162335445,-3.638807368330381,0.9628601911784784,3.248720602826586,1.7060080073098138
1909,1.0956123072243276,0.07519354310169905,3.503851080298211,-7.680089351834525,-3.005432421210287,1.1708058503260266,3.503851080298211,1.6965289223357427
1910,0.9861029793393136,0.26049345853450934,3.1629908618400364,-7.511082377868297,-3.1014950781544375,1.2465964378738228,3.1629908618400364,1.6789766697961328
1911,0.765286973405991,0.41639009446174763,4.5709366064626735,-7.344294017875298,-1.591680343544886,1.1816770678677386,4.5709366064626735,1.6518089739006792
1912,0.4580889642253655,0.5252865700022772,5.302149549407546,-7.180720583088161,-0.8951954994529716,0.9833755342276427,5.302149549407546,1.614183534589615
1913,0.09918402186755769,0.5748911618801933,4.176080177236343,-7.021457310957375,-2.171301949973282,0.674075183747751,4.176080177236343,1.5663243390533133
1914,-0.27091634756110683,0.559604736482115,3.0770373601420133,-6.867455715277498,-3.5017299662144765,0.2886883889210081,3.0770373601420133,1.511104518650881
1915,-0.6104369506694096,0.48115275379137346,6.23458157750872,-6.719236407227199,-0.6139390265965146,-0.12928419687803616,6.23458157750872,1.4508318727245006
1916,-0.881054294624725,0.3483905055600125,9.948704890555089,-6.577289340732598,2.838751760757779,-0.5326637890647125,9.948704890555089,1.3849194180528324
1917,-1.0522223632309484,0.17630357152003925,4.377238689445577,-6.442252523616633,-2.9409326258819646,-0.8759187917109091,4.377238689445577,1.31252466640563
1918,-1.1046205079314084,-0.015683682552529176,3.098539940004241,-6.314784407451472,-4.336548657931169,-1.1203041904839377,3.098539940004241,1.2338013956239013
1919,-1.0323342719759474,-0.205900636117888,2.7733015825566047,-6.195492244491852,-4.6604255700290835,-1.2382349080938355,2.7733015825566047,1.1493399290216244
1920,-0.8435229865514665,-0.372876491852195,2.4217403611422412,-6.084916421647147,-4.8795755389085675,-1.2163994784036616,2.4217403611422412,1.0609515272382408
1921,-0.559498783756695,-0.4977637985201741,6.2162709143990105,-5.983301939044204,-0.8242936069220628,-1.057262582276869,6.2162709143990105,0.9706440155096008
1922,-0.21232098311583136,-0.5664658628485462,3.2979886134313405,-5.890787618545227,-3.371585851078264,-0.7787868459643775,3.2979886134313405,0.8790738582197077
1923,0.1588226140044287,-0.5712279181286899,7.560636861064781,-5.807487167400263,1.3407443895402569,-0.4124053041242612,7.560636861064781,0.7864819377922494
1924,0.5120390595653008,-0.5115124459015591,2.348787756790911,-5.733491230986777,-3.3841768605321243,0.0005266136637417373,2.348787756790911,0.6935489397878758
1925,0.8074589382915601,-0.3940598485195955,6.178317636421684,-5.6687773794426874,0.9229393467509617,0.4133990897719646,6.178317636421684,0.6013133306208296
1926,1.011736640222183,-0.2321276241514903,3.872337052527975,-5.613228564862611,-0.9612824962639435,0.7796090160706928,3.872337052527975,0.5122948900673441
1927,1.101814256723252,-0.043993922585881175,4.621051821979388,-5.566318401429219,0.11255375468754014,1.0578203341373709,4.621051821979388,0.42996675959048325
1928,1.0675242490393704,0.14910560656563462,4.988983004790991,-5.527235212944515,0.6783776474514811,1.216629855605005,4.988983004790991,0.35663781099119163
1929,0.9127371123678065,0.32537479437053124,3.2991406423114302,-5.49499083923098,-0.9577382901812124,1.2381119067383377,3.2991406423114302,0.29387663896002003
1930,0.654924492518882,0.46491720186866975,3.2639389435172337,-5.468459885152511,-1.084679247247725,1.1198416943875518,3.2639389435172337,0.24179952964995977
1931,0.32318706850438167,0.5519819367588333,4.58829867436358,-5.446630933300988,0.016836746325807006,0.8751690052632151,4.58829867436358,0.19923852419940324
1932,-0.04503019558472983,0.5767415402270625,4.492277246804399,-5.42861218031263,-0.4046235888658982,0.5317113446423326,4.492277246804399,0.16577450769496238
1933,-0.40816466245345173,0.5364012643924727,0.0053356049549969095,-5.413476031761996,-5.279903824867978,0.12823660193902098,0.0053356049549969095,0.1418323817996514
1934,-0.7252274171113018,0.43551453033661286,6.285302849034915,-5.4002457039527,0.5953442583075264,-0.2897128867746889,6.285302849034915,0.12688758399030053
1935,-0.9604299032987188,0.2854689592939525,6.945047551370427,-5.388098514963936,0.8819880924017252,-0.6749609440047664,6.945047551370427,0.11895452637566084
1936,-1.0872235678171602,0.1032009913914782,5.202179043257495,-5.3764547986775675,-1.1582983318457547,-0.984022576425682,5.202179043257495,0.11726217687305862
1937,-1.0912965366627847,-0.09071582025627582,2.450835539505784,-5.364646079589324,-4.0958228970026,-1.1820123569190606,2.450835539505784,0.12330955874018112
1938,-0.9721890722204557,-0.27439305570285094,9.441396662694668,-5.351792886929531,2.8430216478418293,-1.2465821279233067,9.441396662694668,0.1383710289046114
1939,-0.743345466288901,-0.4270980903248512,1.5155174798713158,-5.336971873808402,-4.991897950550838,-1.170443556613752,1.5155174798713158,0.16290501674255609
1940,-0.430596511495787,-0.5315942962232162,3.9785834711102535,-5.31921188358102,-2.30281922018977,-0.9621908077190031,3.9785834711102535,0.19695119379563586
1941,-0.06924384260995416,-0.5760866319155727,1.9317008110864378,-5.297581635049275,-4.011211298488364,-0.6453304745255269,1.9317008110864378,0.23960370083835336
1942,0.29992474637519884,-0.5555530112828371,2.8327136841971985,-5.271291143413349,-2.694205724123789,-0.25562826490763824,2.8327136841971985,0.2896478717914919
1943,0.635239237073502,-0.47231117308943904,8.525197368060784,-5.239652060690976,3.448473371353871,0.162928063984063,8.525197368060784,0.3451427540479557
1944,0.8988509028883772,-0.33575706550516293,8.29663980164062,-5.202262592603758,3.657471046420075,0.5630938373832143,8.29663980164062,0.40406828850555687
1945,1.061004495705381,-0.16130427555642532,6.099081201072271,-5.158838402989865,1.8399430182313612,0.8997002201489557,6.099081201072271,0.4646473603785317
1946,1.1033968787039001,0.0313557842650798,3.28438843575523,-5.109333120528052,-0.690192021803842,1.13475266296898,3.28438843575523,0.5253272374169304
1947,1.0212429985730977,0.22047655026305155,-3.5243696808537077,-5.053772955506479,-7.336423087524038,1.2417195488361492,-3.5243696808537077,0.5857244500102254
1948,0.8238159998807565,0.3847109576235393,4.311194584813308,-4.992188230526007,0.5275333117915979,1.2085269575042958,4.311194584813308,0.6457706619227555
1949,0.5334005160190395,0.5055209969423127,8.615276360935413,-4.924618823121928,4.729579050774837,1.0389215129613523,8.615276360935413,0.705100670064458
1950,0.18277728433456364,0.569270197756149,7.3598271255224486,-4.851168096513115,3.2607065111000466,0.7520474820907126,7.3598271255224486,0.7632486334756328
1951,-0.18847698971386695,0.5687628493538032,4.118779807662925,-4.771969096426801,-0.2729034291239403,0.3802858596399362,4.118779807662925,0.8200958622225585
1952,-0.5384568653950486,0.504056218842729,6.375710505013011,-4.6871489240686035,1.6541609343920873,-0.03440064655231956,6.375710505013011,0.8756569959749472
1953,-0.8276582562575545,0.38245408710665413,5.74963251877796,-4.596837697231812,0.7075906523952478,-0.4452041691509004,5.74963251877796,0.929455418442422
1954,-1.0234374660766465,0.21768233228480321,10.971074043893472,-4.501257840380119,5.66406106972151,-0.8057551337918434,10.971074043893472,0.9806185047602956
1955,-1.1036958561376513,0.028339617041898565,5.372717110219106,-4.400713996279753,-0.10335312515640016,-1.0753562390957527,5.372717110219106,1.0273238061720846
1956,-1.0593742358992515,-0.1642019412186069,3.255162228940513,-4.295793079145702,-2.2642070273230477,-1.2235761771178584,3.255162228940513,1.0669008024057458
1957,-0.8954754219209913,-0.3382091547006673,5.906195459460426,-4.187333835798603,0.48517704704016307,-1.2336845766216586,5.906195459460426,1.0982224598466317
1958,-0.6304995434005308,-0.47404090549375133,4.110656361601896,-4.076148587176376,-1.0700326744687625,-1.1045404488942823,4.110656361601896,1.1216306195331494
1959,-0.2943558343823817,-0.5563651428171217,1.5568239243257733,-3.9630077118919735,-3.2569047647657037,-0.8507209771995035,1.5568239243257733,1.1379083750969565
1960,0.07501338026317408,-0.5758894929823197,1.1362781268966027,-3.8485669121569845,-3.2131648979795275,-0.5008761127191457,1.1362781268966027,1.148411864845944
1961,0.43591543646665465,-0.5304101389403431,7.878027180876018,-3.7333253389227847,4.050207139479545,-0.09449470247368841,7.878027180876018,1.1550141570675043
1962,0.7476134032802115,-0.42506057681102577,8.228668454722289,-3.6175640807434837,4.933657200447992,0.32255282646918576,8.228668454722289,1.160545529495014
1963,0.9749242765274717,-0.2717321709246072,2.3631671906440954,-3.501216233023782,-0.43485693677682224,0.7031921056028645,2.3631671906440954,1.1658063719322032
1964,1.092190271255424,-0.08773191240395407,2.2135553097540495,-3.384402806357043,-0.16638913775152364,1.0044583588514697,2.2135553097540495,1.167533396461784
1965,1.086174952127521,0.10617111279837986,5.561389977874419,-3.267709553731425,3.4860264890688946,1.1923460649259008,5.561389977874419,1.1628203701569517
1966,0.9575573001463129,0.2880900408852202,6.373321199223638,-3.1518387323256527,4.467129807929519,1.2456473410315332,6.373321199223638,1.1503238589312126
