time,nod1,nod2,u2_mean,v2_mean,trend,total,total_nodal,total_wind,rate_slr
1890,1.32131955403286,0.0,0.7859373320413556,0.053845476352011486,-9.806574848157236,-7.645472485731009,1.32131955403286,0.8397828083933672,
1891,1.2467473778600389,0.26355518215307255,2.2385639051928474,0.20562399182540383,-9.732881205637026,-5.7783907486056645,1.5103025600131115,2.444187897018251,0.7361353665125225
1892,1.0314482067358213,0.49736149180245376,0.39030848356135217,-0.0574847263537426,-9.659347774854732,-7.797714319108847,1.528809698538275,0.3328237572076096,0.7338833543448242
1893,0.6997240010299524,0.6750279696071193,3.169187282307701,0.04478941617764173,-9.586104534768062,-4.9973758656456475,1.3747519706370717,3.213976698485343,0.7313682508658559
1894,0.28901823281273453,0.7765004570670814,1.0978995466946666,0.023098573456117613,-9.51307412468156,-7.326557314650961,1.065518689879816,1.1209981201507841,0.7301788650363328
1895,-0.1543105576078355,0.7903252158516489,1.7217308973748173,0.03948474625904381,-9.440068761760795,-7.042838459883121,0.6360146582438134,1.761215643633861,0.7323182710229759
1896,-0.5802214962269455,0.7149417720474788,2.979613027871563,-0.07026968151657724,-9.366610470476965,-6.322546848301446,0.13472027582053325,2.909343346354986,0.7397130678448782
1897,-0.9406397544360329,0.5588590551330166,2.348392565905471,0.20245135027839453,-9.29212614819182,-7.123062931310971,-0.3817806993030163,2.5508439161838656,0.7519787578005577
1898,-1.1948830101351395,0.3396949499382453,6.384473801520753,0.024102577985920918,-9.216214718916854,-3.6628263996070745,-0.8551880601968942,6.408576379506673,0.7679303226721323
1899,-1.3142534773921966,0.08218767245862285,3.897223450140905,0.022879725590854078,-9.138540083657393,-6.450502712859208,-1.2320658049335738,3.920103175731759,0.7883867309894477
1900,-1.285277177884616,-0.18459656390821566,2.6728681585285896,0.17438339946544237,-9.058537372718964,-7.681159556517764,-1.4698737417928316,2.847251557994032,0.8151368043269525
1901,-1.1112248203597572,-0.43054440616789635,1.5403100835061503,0.07839932040517512,-8.975512722792002,-8.89857254540833,-1.5417692265276535,1.6187094039113255,0.8478867218744401
1902,-0.8117426183759113,-0.6278944157398213,1.6605704832310864,0.022310831843838516,-8.888960028344076,-8.645715747384884,-1.4396370341157327,1.6828813150749249,0.8848615146500816
1903,-0.42063471788520734,-0.7543706494025518,5.476091617114816,0.41755399877811133,-8.798540419861986,-4.079900171256817,-1.1750053672877592,5.893645615892928,0.9229079353660641
1904,0.017952456170776565,-0.7956970632580237,2.129326527141302,0.11022789747035441,-8.704378441270864,-7.242568623746454,-0.7777446070872471,2.2395544246116565,0.9575755063210067
1905,0.45451324119737657,-0.7472089255913161,2.999040994601651,0.03849391696302905,-8.607025318597785,-5.862186091427044,-0.29269568439393956,3.03753491156468,0.9874629963836234
1906,0.8397707038868459,-0.6143793499022445,4.017629165096106,0.07182300003149868,-8.506885841994139,-4.192042322881933,0.22539135398460142,4.089452165127605,1.0142312278208099
1907,1.1302387892695345,-0.41220151553037704,4.0336691659215225,0.11604878929056626,-8.404179073033623,-3.5364238440823765,0.7180372737391574,4.149717955212089,1.0381530926323101
1908,1.2931308225859144,-0.163496307911038,2.506027466261307,0.01388759014785581,-8.299255223467677,-4.649705652383638,1.1296345146748763,2.519915056409163,1.0575625906358788
1909,1.310060315316168,0.10366359590943654,2.720552421240208,0.1120291511132498,-8.192666554906447,-3.9463610713273845,1.4137239112256046,2.8325815723534578,1.0712600481726309
1910,1.1791163457448872,0.3591224393569342,2.4339421199406663,0.11173258916582658,-8.08500321383315,-4.0010897196248365,1.5382387851018215,2.545674709106493,1.0788596096403813
1911,0.9150792548393041,0.5740452266572259,3.6178049828614642,0.25497039367388463,-7.976894632978371,-2.6149947749464912,1.48912448149653,3.872775376535349,1.0804062517196833
1912,0.5477523107022412,0.7241724818808227,4.232641066812608,0.46561386591475895,-7.868921963489214,-1.8987422381787828,1.271924792583064,4.698254932727367,1.0767152481435005
1913,0.1185976554894008,0.7925585447736169,3.2857922866819984,0.397466950882878,-7.761551583349671,-3.167136145521777,0.9111562002630177,3.6832592375648763,1.0688661136098787
1914,-0.3239437466793066,0.7714843173865269,2.361668625747491,0.9364943781763742,-7.655148740767238,-3.9094451661361527,0.4475405707072203,3.2981630039238654,1.0585447346711652
1915,-0.7299198984909411,0.6633285596381815,5.01667102995779,0.7030766274985596,-7.549842636415438,-1.8966863178118487,-0.06659133885275959,5.719747657456349,1.0472224255872176
1916,-1.05350611654858,0.4802993860551491,8.139669679172398,0.7208870305492735,-7.445704255649795,0.8416457235784458,-0.5732067304934308,8.86055670972167,1.0355031504674184
1917,-1.2581775066486325,0.24305627107802596,3.454935233471288,0.5298900984636861,-7.342742006321954,-4.373037909957587,-1.0151212355706065,3.984825331934974,1.0237217634958506
1918,-1.320831722483588,-0.021621895490392555,2.3797489430133405,0.48776147835599015,-7.240959902950625,-5.715903099555275,-1.3424536179739806,2.8675104213693308,1.0116985850915805
1919,-1.234396650109542,-0.2838594839340452,2.106274191269398,0.07012317265938763,-7.140402289303638,-6.482261059418439,-1.5182561340435872,2.176397363928786,0.9994763003000884
1920,-1.0086286749896711,-0.5140563455457234,1.8106660148427611,0.47721734804757293,-7.041064642890607,-6.275866300535667,-1.5226850205353946,2.287883362890334,0.9889766851847392
1921,-0.6690114269748073,-0.6862289385453307,5.0012746170393,-0.029355762208826443,-6.94260695226669,-3.3259284629563544,-1.355240365520138,4.971918854830474,0.9824597687689396
